HCPCS,Mod,Mod2,CATG,TX (NR),TX (R),Description
K0045,UE,,IN,51.5,51.83,Ftrst compl assembly repl ea
K0045,UE,KE,IN,0,55.61,Ftrst compl assembly repl ea
K0045,UE,KU,IN,52.18,0,Ftrst compl assembly repl ea
K0046,NU,,IN,23.97,23.97,Elev lgrst lwr exten repl ea
K0046,NU,KE,IN,0,25.8,Elev lgrst lwr exten repl ea
K0046,NU,KU,IN,23.98,0,Elev lgrst lwr exten repl ea
K0046,RR,,IN,2.39,2.39,Elev lgrst lwr exten repl ea
K0046,RR,KE,IN,0,2.58,Elev lgrst lwr exten repl ea
K0046,RR,KU,IN,2.38,0,Elev lgrst lwr exten repl ea
K0046,UE,,IN,18.03,18.03,Elev lgrst lwr exten repl ea
K0046,UE,KE,IN,0,19.38,Elev lgrst lwr exten repl ea
K0046,UE,KU,IN,18.02,0,Elev lgrst lwr exten repl ea
K0047,NU,,IN,85.33,89.63,Elev legrst upr hangr rep ea
K0047,NU,KE,IN,0,96.44,Elev legrst upr hangr rep ea
K0047,NU,KU,IN,93.94,0,Elev legrst upr hangr rep ea
K0047,RR,,IN,8.53,8.98,Elev legrst upr hangr rep ea
K0047,RR,KE,IN,0,9.66,Elev legrst upr hangr rep ea
K0047,RR,KU,IN,9.42,0,Elev legrst upr hangr rep ea
K0047,UE,,IN,64,67.21,Elev legrst upr hangr rep ea
K0047,UE,KE,IN,0,72.32,Elev legrst upr hangr rep ea
K0047,UE,KU,IN,70.42,0,Elev legrst upr hangr rep ea
K0050,NU,,IN,39.59,39.75,Ratchet assembly replacement
K0050,NU,KE,IN,0,42.65,Ratchet assembly replacement
K0050,NU,KU,IN,39.93,0,Ratchet assembly replacement
K0050,RR,,IN,3.96,3.97,Ratchet assembly replacement
K0050,RR,KE,IN,0,4.26,Ratchet assembly replacement
K0050,RR,KU,IN,3.99,0,Ratchet assembly replacement
K0050,UE,,IN,29.69,29.82,Ratchet assembly replacement
K0050,UE,KE,IN,0,32,Ratchet assembly replacement
K0050,UE,KU,IN,29.97,0,Ratchet assembly replacement
K0051,NU,,IN,62.63,63.62,Cam rel asm ft/legrst rep ea
K0051,NU,KE,IN,0,68.3,Cam rel asm ft/legrst rep ea
K0051,NU,KU,IN,64.62,0,Cam rel asm ft/legrst rep ea
K0051,RR,,IN,6.26,6.38,Cam rel asm ft/legrst rep ea
K0051,RR,KE,IN,0,6.85,Cam rel asm ft/legrst rep ea
K0051,RR,KU,IN,6.52,0,Cam rel asm ft/legrst rep ea
K0051,UE,,IN,46.97,47.71,Cam rel asm ft/legrst rep ea
K0051,UE,KE,IN,0,51.22,Cam rel asm ft/legrst rep ea
K0051,UE,KU,IN,48.45,0,Cam rel asm ft/legrst rep ea
K0052,NU,,IN,85.32,104.37,Swingaway detach ftrest repl
K0052,NU,KE,IN,0,112.6,Swingaway detach ftrest repl
K0052,NU,KU,IN,113.58,0,Swingaway detach ftrest repl
K0052,RR,,IN,8.53,10.43,Swingaway detach ftrest repl
K0052,RR,KE,IN,0,11.26,Swingaway detach ftrest repl
K0052,RR,KU,IN,11.35,0,Swingaway detach ftrest repl
K0052,UE,,IN,63.99,78.26,Swingaway detach ftrest repl
K0052,UE,KE,IN,0,84.44,Swingaway detach ftrest repl
K0052,UE,KU,IN,85.15,0,Swingaway detach ftrest repl
K0053,NU,,IN,101.54,119.31,Elevate footrest articulate
K0053,NU,KE,IN,0,128.4,Elevate footrest articulate
K0053,NU,KU,IN,125.31,0,Elevate footrest articulate
K0053,RR,,IN,10.16,11.93,Elevate footrest articulate
K0053,RR,KE,IN,0,12.83,Elevate footrest articulate
K0053,RR,KU,IN,12.53,0,Elevate footrest articulate
K0053,UE,,IN,76.16,89.48,Elevate footrest articulate
K0053,UE,KE,IN,0,96.3,Elevate footrest articulate
K0053,UE,KU,IN,93.97,0,Elevate footrest articulate
K0056,NU,,IN,111.14,130.93,Seat ht <17 or >=21 ltwt wc
K0056,NU,KU,IN,135.54,0,Seat ht <17 or >=21 ltwt wc
K0056,RR,,IN,11.12,13.1,Seat ht <17 or >=21 ltwt wc
K0056,RR,KU,IN,13.57,0,Seat ht <17 or >=21 ltwt wc
K0056,UE,,IN,83.36,98.21,Seat ht <17 or >=21 ltwt wc
K0056,UE,KU,IN,101.68,0,Seat ht <17 or >=21 ltwt wc
K0065,NU,,IN,56.56,63.09,Spoke protectors
K0065,NU,KU,IN,63.34,0,Spoke protectors
K0065,RR,,IN,5.66,6.31,Spoke protectors
K0065,RR,KU,IN,6.33,0,Spoke protectors
K0065,UE,,IN,42.42,47.32,Spoke protectors
K0065,UE,KU,IN,47.52,0,Spoke protectors
K0069,NU,,IN,113.2,134.69,Rr whl compl sol tire rep ea
K0069,NU,KU,IN,142.42,0,Rr whl compl sol tire rep ea
K0069,RR,,IN,11.32,13.47,Rr whl compl sol tire rep ea
K0069,RR,KU,IN,14.24,0,Rr whl compl sol tire rep ea
K0069,UE,,IN,84.9,101.01,Rr whl compl sol tire rep ea
K0069,UE,KU,IN,106.8,0,Rr whl compl sol tire rep ea
K0070,RR,,CR,19.22,23.7,Rr whl compl pne tire rep ea
K0070,RR,KU,CR,26.11,0,Rr whl compl pne tire rep ea
K0071,NU,,IN,132.12,151.06,Fr cstr comp pne tire rep ea
K0071,NU,KU,IN,155.7,0,Fr cstr comp pne tire rep ea
K0071,RR,,IN,13.21,15.12,Fr cstr comp pne tire rep ea
K0071,RR,KU,IN,15.58,0,Fr cstr comp pne tire rep ea
K0071,UE,,IN,99.09,113.28,Fr cstr comp pne tire rep ea
K0071,UE,KU,IN,116.73,0,Fr cstr comp pne tire rep ea
K0072,NU,,IN,82.59,92.35,Fr cstr semi-pne tire rep ea
K0072,NU,KU,IN,93.72,0,Fr cstr semi-pne tire rep ea
K0072,RR,,IN,8.26,9.24,Fr cstr semi-pne tire rep ea
K0072,RR,KU,IN,9.38,0,Fr cstr semi-pne tire rep ea
K0072,UE,,IN,61.94,69.26,Fr cstr semi-pne tire rep ea
K0072,UE,KU,IN,70.28,0,Fr cstr semi-pne tire rep ea
K0073,NU,,IN,42.51,47.66,Caster pin lock each
K0073,NU,KU,IN,47.71,0,Caster pin lock each
K0073,RR,,IN,4.25,4.79,Caster pin lock each
K0073,RR,KU,IN,4.83,0,Caster pin lock each
K0073,UE,,IN,31.88,35.74,Caster pin lock each
K0073,UE,KU,IN,35.75,0,Caster pin lock each
K0077,NU,,IN,65.07,77.94,Fr cstr asmb sol tire rep ea
K0077,NU,KU,IN,83.88,0,Fr cstr asmb sol tire rep ea
K0077,RR,,IN,6.51,7.79,Fr cstr asmb sol tire rep ea
K0077,RR,KU,IN,8.35,0,Fr cstr asmb sol tire rep ea
K0077,UE,,IN,48.8,58.44,Fr cstr asmb sol tire rep ea
K0077,UE,KU,IN,62.89,0,Fr cstr asmb sol tire rep ea
K0098,NU,,IN,29.07,32.35,"Drive belt for pwc, repl"
K0098,NU,KE,IN,0,34.7,"Drive belt for pwc, repl"
K0098,NU,KU,IN,32.46,0,"Drive belt for pwc, repl"
K0098,RR,,IN,2.91,3.24,"Drive belt for pwc, repl"
K0098,RR,KE,IN,0,3.48,"Drive belt for pwc, repl"
K0098,RR,KU,IN,3.27,0,"Drive belt for pwc, repl"
K0098,UE,,IN,21.81,24.26,"Drive belt for pwc, repl"
K0098,UE,KE,IN,0,26.02,"Drive belt for pwc, repl"
K0098,UE,KU,IN,24.33,0,"Drive belt for pwc, repl"
K0105,NU,,IN,120.21,137.63,Iv hanger
K0105,NU,KU,IN,141.7,0,Iv hanger
K0105,RR,,IN,12.02,13.76,Iv hanger
K0105,RR,KU,IN,14.17,0,Iv hanger
K0105,UE,,IN,90.16,103.23,Iv hanger
K0105,UE,KU,IN,106.27,0,Iv hanger
K0195,RR,,CR,12.7,20.27,Elevating whlchair leg rests
K0195,RR,KE,CR,0,22.15,Elevating whlchair leg rests
K0195,RR,KU,CR,25.89,0,Elevating whlchair leg rests
K0455,RR,,FS,377.46,0,Pump uninterrupted infusion
K0552,,,SU,3.47,3.6,Sup/ext non-ins inf pump syr
K0601,NU,,IN,1.57,1.58,Repl batt silver oxide 1.5 v
K0602,NU,,IN,8.88,8.96,Repl batt silver oxide 3 v
K0603,NU,,IN,0.8,0.8,Repl batt alkaline 1.5 v
K0604,NU,,IN,8.56,8.61,Repl batt lithium 3.6 v
K0605,NU,,IN,20.45,20.63,Repl batt lithium 4.5 v
K0606,RR,KF,CR,3588.9,0,Aed garment w elec analysis
K0607,RR,,CR,27.69,0,Repl batt for aed
K0607,RR,KF,CR,30.74,0,Repl batt for aed
K0608,NU,,IN,172.74,0,Repl garment for aed
K0608,NU,KF,IN,191.79,0,Repl garment for aed
K0608,RR,,IN,17.31,0,Repl garment for aed
K0608,RR,KF,IN,19.21,0,Repl garment for aed
K0608,UE,,IN,129.55,0,Repl garment for aed
K0608,UE,KF,IN,143.84,0,Repl garment for aed
K0609,,,SU,1148.78,0,Repl electrode for aed
K0609,KF,,SU,1275.45,0,Repl electrode for aed
K0672,,,PO,104.75,0,Removable soft interface le
K0730,RR,,CR,245.69,0,Ctrl dose inh drug deliv sys
K0733,NU,,IN,34.51,37.11,12-24hr sealed lead acid
K0733,NU,KE,IN,0,40.03,12-24hr sealed lead acid
K0733,NU,KU,IN,37.1,0,12-24hr sealed lead acid
K0733,RR,,IN,3.45,3.74,12-24hr sealed lead acid
K0733,RR,KE,IN,0,4.03,12-24hr sealed lead acid
K0733,RR,KU,IN,3.75,0,12-24hr sealed lead acid
K0733,UE,,IN,25.89,27.85,12-24hr sealed lead acid
K0733,UE,KE,IN,0,30.05,12-24hr sealed lead acid
K0733,UE,KU,IN,27.86,0,12-24hr sealed lead acid
K0738,RR,,OX,47.17,51.63,Portable gas oxygen system
K0738,RR,QB,OX,49.08,88.58,Portable gas oxygen system
K0738,RR,QF,OX,49.08,88.58,Portable gas oxygen system
K0739,,,LT,20.11,0,Repair/svc dme non-oxygen eq
K0800,NU,,IN,1018.31,1359.25,Pov group 1 std up to 300lbs
K0800,RR,,IN,101.83,135.93,Pov group 1 std up to 300lbs
K0800,UE,,IN,763.73,1019.44,Pov group 1 std up to 300lbs
K0801,NU,,IN,1828.47,2313.8,Pov group 1 hd 301-450 lbs
K0801,RR,,IN,182.84,231.36,Pov group 1 hd 301-450 lbs
K0801,UE,,IN,1371.36,1735.35,Pov group 1 hd 301-450 lbs
K0802,NU,,IN,2470.59,2826.18,Pov group 1 vhd 451-600 lbs
K0802,RR,,IN,247.06,282.61,Pov group 1 vhd 451-600 lbs
K0802,UE,,IN,1852.94,2119.64,Pov group 1 vhd 451-600 lbs
K0806,NU,,IN,1748.83,1834.9,Pov group 2 std up to 300lbs
K0806,RR,,IN,174.88,183.49,Pov group 2 std up to 300lbs
K0806,UE,,IN,1311.63,1376.19,Pov group 2 std up to 300lbs
K0807,NU,,IN,2710.26,2812.57,Pov group 2 hd 301-450 lbs
K0807,RR,,IN,271.02,281.26,Pov group 2 hd 301-450 lbs
K0807,UE,,IN,2032.7,2109.43,Pov group 2 hd 301-450 lbs
K0808,NU,,IN,4189.62,4349.77,Pov group 2 vhd 451-600 lbs
K0808,RR,,IN,418.96,434.98,Pov group 2 vhd 451-600 lbs
K0808,UE,,IN,3142.21,3262.32,Pov group 2 vhd 451-600 lbs
K0813,RR,,CR,324.84,400.1,Pwc gp 1 std port seat/back
K0814,RR,,CR,337.88,468.45,Pwc gp 1 std port cap chair
K0815,RR,,CR,376.41,526.91,Pwc gp 1 std seat/back
K0816,RR,,CR,346.05,498.45,Pwc gp 1 std cap chair
K0820,RR,,CR,336.59,420.09,Pwc gp 2 std port seat/back
K0821,RR,,CR,346.05,493.28,Pwc gp 2 std port cap chair
K0822,RR,,CR,376.41,571.04,Pwc gp 2 std seat/back
K0823,RR,,CR,346.05,559.39,Pwc gp 2 std cap chair
K0824,RR,,CR,534.97,736.95,Pwc gp 2 hd seat/back
K0825,RR,,CR,500.62,677.89,Pwc gp 2 hd cap chair
K0826,RR,,CR,856.69,1069.98,Pwc gp 2 vhd seat/back
K0827,RR,,CR,760.2,921.34,Pwc gp vhd cap chair
K0828,RR,,CR,1112.33,1246.67,Pwc gp 2 xtra hd seat/back
K0829,RR,,CR,1073.32,1168.84,Pwc gp 2 xtra hd cap chair
K0835,RR,,CR,449.35,598.46,Pwc gp2 std sing pow opt s/b
K0836,RR,,CR,466.07,620.67,Pwc gp2 std sing pow opt cap
K0837,RR,,CR,576.34,734.3,Pwc gp 2 hd sing pow opt s/b
K0838,RR,,CR,510.83,654.52,Pwc gp 2 hd sing pow opt cap
K0839,RR,,CR,765.58,960.37,Pwc gp2 vhd sing pow opt s/b
K0840,RR,,CR,1175.41,1462.71,Pwc gp2 xhd sing pow opt s/b
K0841,RR,,CR,506.38,651.05,Pwc gp2 std mult pow opt s/b
K0842,RR,,CR,505.64,650.68,Pwc gp2 std mult pow opt cap
K0843,RR,,CR,600.26,779.14,Pwc gp2 hd mult pow opt s/b
K0848,RR,,CR,973.66,0,Pwc gp 3 std seat/back
K0849,RR,,CR,936.11,0,Pwc gp 3 std cap chair
K0850,RR,,CR,1129.38,0,Pwc gp 3 hd seat/back
K0851,RR,,CR,1085.92,0,Pwc gp 3 hd cap chair
K0852,RR,,CR,1304.94,0,Pwc gp 3 vhd seat/back
K0853,RR,,CR,1340.51,0,Pwc gp 3 vhd cap chair
K0854,RR,,CR,1775.89,0,Pwc gp 3 xhd seat/back
K0855,RR,,CR,1677.58,0,Pwc gp 3 xhd cap chair
K0856,RR,,CR,1045.09,0,Pwc gp3 std sing pow opt s/b
K0857,RR,,CR,1066.05,0,Pwc gp3 std sing pow opt cap
K0858,RR,,CR,1296.66,0,Pwc gp3 hd sing pow opt s/b
K0859,RR,,CR,1236.63,0,Pwc gp3 hd sing pow opt cap
K0860,RR,,CR,1852.46,0,Pwc gp3 vhd sing pow opt s/b
K0861,RR,,CR,1046.78,0,Pwc gp3 std mult pow opt s/b
K0862,RR,,CR,1296.66,0,Pwc gp3 hd mult pow opt s/b
K0863,RR,,CR,1852.46,0,Pwc gp3 vhd mult pow opt s/b
K0864,RR,,CR,2204.42,0,Pwc gp3 xhd mult pow opt s/b
K1007,,,PO,95081.03,0,Bil hkaf pc s/d micro sensor
L0112,,,PO,1729.24,0,Cranial cervical orthosis
L0113,,,PO,352.36,0,Cranial cervical torticollis
L0120,,,PO,30.5,0,Cerv flex n/adj foam pre ots
L0130,,,PO,187.48,0,Flex thermoplastic collar mo
L0140,,,PO,75.05,0,Cervical semi-rigid adjustab
L0150,,,PO,124.18,0,Cerv semi-rig adj molded chn
L0160,,,PO,239.97,0,Cerv sr wire occ/man pre ots
L0170,,,PO,786.01,0,Cervical collar molded to pt
L0172,,,PO,161.96,0,Cerv col sr foam 2pc pre ots
L0174,,,PO,315.67,0,Cerv sr 2pc thor ext pre ots
L0180,,,PO,473,0,Cer post col occ/man sup adj
L0190,,,PO,612.51,0,Cerv collar supp adj cerv ba
L0200,,,PO,684.43,0,Cerv col supp adj bar & thor
L0220,,,PO,187.65,0,Thor rib belt custom fabrica
L0450,,,PO,136.83,172.41,Tlso flex trunk/thor pre ots
L0452,,,PO,0,0,Tlso flex custom fab thoraci
L0454,,,PO,428.5,0,Tlso trnk sj-t9 pre cst
L0455,,,PO,254.02,348.93,Tlso flex trnk sj-t9 pre ots
L0456,,,PO,1228.79,0,Tlso flex trnk sj-ss pre cst
L0457,,,PO,728.43,1000.62,Tlso flex trnk sj-ss pre ots
L0458,,,PO,1101.88,0,Tlso 2mod symphis-xipho pre
L0460,,,PO,1240.27,0,Tlso 2 shl symphys-stern cst
L0462,,,PO,1542.64,0,Tlso 3mod sacro-scap pre
L0464,,,PO,1836.48,0,Tlso 4mod sacro-scap pre
L0466,,,PO,491.93,0,Tlso r fram soft ant pre cst
L0467,,,PO,284.88,397.01,Tlso r fram soft pre ots
L0468,,,PO,569.51,0,Tlso rig fram pelvic pre cst
L0469,,,PO,362.99,477.22,Tlso rig fram pelvic pre ots
L0470,,,PO,732.62,0,Tlso rigid frame pre subclav
L0472,,,PO,511.39,0,Tlso rigid frame hyperex pre
L0480,,,PO,1762.06,0,Tlso rigid plastic custom fa
L0482,,,PO,1781.97,0,Tlso rigid lined custom fab
L0484,,,PO,2042.14,0,Tlso rigid plastic cust fab
L0486,,,PO,2203.61,0,Tlso rigidlined cust fab two
L0488,,,PO,1240.27,0,Tlso rigid lined pre one pie
L0490,,,PO,349.48,0,Tlso rigid plastic pre one
L0491,,,PO,948.87,0,Tlso 2 piece rigid shell
L0492,,,PO,614.96,0,Tlso 3 piece rigid shell
L0621,,,PO,72.14,95.64,Sio flex pelvic/sacr pre ots
L0622,,,PO,296.87,0,Sio flex pelvisacral custom
L0623,,,PO,129.31,177.9,Sio rig pnl pelv/sac pre ots
L0624,,,PO,0,0,Sio panel custom
L0625,,,PO,40.36,55.44,Lo flex l1-below l5 pre ots
L0626,,,PO,96.31,0,Lo sag rig pnl stays pre cst
L0627,,,PO,507.88,0,Lo sag ri an/pos pnl pre cst
L0628,,,PO,61.45,84.39,Lso flex no ri stays pre ots
L0629,,,PO,0,0,Lso flex w/rigid stays cust
L0630,,,PO,200.06,0,Lso r post pnl sj-t9 pre cst
L0631,,,PO,1268.37,0,Lso sag r an/pos pnl pre cst
L0632,,,PO,0,0,Lso sag rigid frame cust
L0633,,,PO,354.31,0,Lso sc r pos/lat pnl pre cst
L0634,,,PO,0,0,Lso flexion control custom
L0635,,,PO,1222.44,0,Lso sagit rigid panel prefab
L0636,,,PO,1657.19,0,Lso sagittal rigid panel cus
L0637,,,PO,1501.02,0,Lso sc r ant/pos pnl pre cst
L0638,,,PO,1629.51,0,Lso sag-coronal panel custom
L0639,,,PO,1501.02,0,Lso s/c shell/panel prefab
L0640,,,PO,1292.78,0,Lso s/c shell/panel custom
L0641,,,PO,57.1,78.43,Lo rig pos pnl l1-l5 pre ots
L0642,,,PO,301.13,413.6,Lo sag ri an/pos pnl pre ots
L0643,,,PO,118.63,162.94,Lso sag ctr rigi pos pre ots
L0648,,,PO,752.04,1032.93,Lso sag r an/pos pnl pre ots
L0649,,,PO,210.07,288.53,Lso sc r pos/lat pnl pre ots
L0650,,,PO,870.15,1211.87,Lso sc r ant/pos pnl pre ots
L0651,,,PO,870.15,1211.87,Lso sag-co shell pnl pre ots
L0700,,,PO,2358.12,0,Ctlso a-p-l control molded
L0710,,,PO,2540.31,0,Ctlso a-p-l control w/ inter
L0720,,,PO,2309.48,0,Ctlso a-p-l control custom
L0810,,,PO,3147.13,0,Halo cervical into jckt vest
L0820,,,PO,2654.79,0,Halo cervical into body jack
L0830,,,PO,4253.6,0,Halo cerv into milwaukee typ
L0859,,,PO,1866.53,0,Mri compatible system
L0861,,,PO,266.31,0,Halo repl liner/interface
L0970,,,PO,167.07,0,Tlso corset front
L0972,,,PO,152.77,0,Lso corset front
L0974,,,PO,230.94,0,Tlso full corset
L0976,,,PO,216.26,0,Lso full corset
L0978,,,PO,226.58,0,Axillary crutch extension
L0980,,,PO,26.75,0,Peroneal straps pair pre ots
L0982,,,PO,24.95,0,Stocking sup grips 4 pre ots
L0984,,,PO,69.77,0,Protect body sock ea pre ots
L1000,,,PO,2536.39,0,Ctlso milwauke initial model
L1001,,,PO,0,0,Ctlso infant immobilizer
L1005,,,PO,3954.38,0,Tension based scoliosis orth
L1006,,,PO,1309.09,0,Scoliosis orth sag/ cor
L1010,,,PO,90.9,0,Ctlso axilla sling
L1020,,,PO,125.95,0,Kyphosis pad
L1025,,,PO,143.3,0,Kyphosis pad floating
L1030,,,PO,97.47,0,Lumbar bolster pad
L1040,,,PO,101.89,0,Lumbar or lumbar rib pad
L1050,,,PO,123.34,0,Sternal pad
L1060,,,PO,119.7,0,Thoracic pad
L1070,,,PO,117.1,0,Trapezius sling
L1080,,,PO,65.87,0,Outrigger
L1085,,,PO,198.91,0,Outrigger bil w/ vert extens
L1090,,,PO,117.8,0,Lumbar sling
L1100,,,PO,203.03,0,Ring flange plastic/leather
L1110,,,PO,296.08,0,Ring flange plas/leather mol
L1120,,,PO,53.66,0,Covers for upright each
L1200,,,PO,2070.7,0,Furnsh initial orthosis only
L1210,,,PO,300.68,0,Lateral thoracic extension
L1220,,,PO,290.99,0,Anterior thoracic extension
L1230,,,PO,653.22,0,Milwaukee type superstructur
L1240,,,PO,96.35,0,Lumbar derotation pad
L1250,,,PO,93.47,0,Anterior asis pad
L1260,,,PO,94.04,0,Anterior thoracic derotation
L1270,,,PO,90.43,0,Abdominal pad
L1280,,,PO,99.14,0,Rib gusset (elastic) each
L1290,,,PO,90.32,0,Lateral trochanteric pad
L1300,,,PO,2212.58,0,Body jacket mold to patient
L1310,,,PO,2131.4,0,Post-operative body jacket
L1600,,,PO,197.44,0,Ho flex frejka w/cov pre cst
L1610,,,PO,52.32,0,Ho frejka cov only pre cst
L1620,,,PO,153.96,0,Ho flex pavlik harns pre cst
L1630,,,PO,194.72,0,Abduct control hip semi-flex
L1640,,,PO,610.6,0,Pelv band/spread bar thigh c
L1650,,,PO,280.4,0,Ho abduction hip adjustable
L1652,,,PO,440.44,0,Ho bi thighcuffs w sprdr bar
L1653,,,PO,440.44,0,Ho abduction static ots
L1660,,,PO,262.21,0,Ho abduction static plastic
L1680,,,PO,1655.15,0,Pelvic & hip control thigh c
L1681,,,PO,2096.44,0,Ho bilateral hip abduction
L1685,,,PO,1366.86,0,Post-op hip abduct custom fa
L1686,,,PO,1048.22,0,Ho post-op hip abduction
L1690,,,PO,2389.17,0,Combination bilateral ho
L1700,,,PO,1971.13,0,Leg perthes orth toronto typ
L1710,,,PO,2534.68,0,Legg perthes orth newington
L1720,,,PO,1880.37,0,Legg perthes orthosis trilat
L1730,,,PO,1488.44,0,Legg perthes orth scottish r
L1755,,,PO,1819.35,0,Legg perthes patten bottom t
L1810,,,PO,122.9,0,Ko elastic with joints
L1812,,,PO,70.12,104.31,Ko elastic w/joints pre ots
L1820,,,PO,165.33,0,Ko elas w/ condyle pads & jo
L1821,,,PO,165.33,0,Ko elas w/ condyle pads otf
L1830,,,PO,63.18,88.88,Ko immob canvas long pre ots
L1831,,,PO,363.62,0,Knee orth pos locking joint
L1832,,,PO,698.63,0,Ko adj jnt pos r sup pre cst
L1833,,,PO,455.16,627.47,Ko adj jnt pos r sup pre ots
L1834,,,PO,892.02,0,Ko w/0 joint rigid molded to
L1836,,,PO,89.34,137.01,Ko rigid w/o joints pre ots
L1840,,,PO,1298.28,0,Ko derot ant cruciate custom
L1843,,,PO,1108.58,0,Ko single upright pre cst
L1844,,,PO,1917.72,0,Ko w/adj jt rot cntrl molded
L1845,,,PO,1076.32,0,Ko double upright pre cst
L1846,,,PO,1348.79,0,Ko w adj flex/ext rotat mold
L1847,,,PO,710.64,0,Ko dbl upright w/air pre cst
L1848,,,PO,710.64,0,Ko dbl upright w/air pre ots
L1850,,,PO,205.78,317,Ko swedish type pre ots
L1851,,,PO,600.78,921.42,Ko single upright prefab ots
L1852,,,PO,573.13,888.4,Ko double upright prefab ots
L1860,,,PO,1256.72,0,Ko supracondylar socket mold
L1900,,,PO,398.09,0,Afo sprng wir drsflx calf bd
L1902,,,PO,122.31,0,Afo ankle gauntlet pre ots
L1904,,,PO,540.36,0,Afo molded ankle gauntlet
L1906,,,PO,138.2,0,Afo multilig ank sup pre ots
L1907,,,PO,695.21,0,Afo supramalleolar custom
L1910,,,PO,346.21,0,Afo sing bar clasp attach sh
L1920,,,PO,415.96,0,Afo sing upright w/ adjust s
L1930,,,PO,362.45,0,Afo plastic
L1932,,,PO,1102.55,0,Afo rig ant tib tcf/= custom
L1933,,,PO,1102.55,0,Afo rig ant tib tcf/= ots
L1940,,,PO,581.88,0,Afo molded to patient plasti
L1945,,,PO,1063.73,0,Afo molded plas rig ant tib
L1950,,,PO,858.83,0,Afo spiral molded to pt plas
L1951,,,PO,1037.61,0,Afo spiral prefab custom
L1952,,,PO,1037.61,0,Afo spiral prefab ots
L1960,,,PO,636.95,0,Afo pos solid ank plastic mo
L1970,,,PO,817.68,0,Afo plastic molded w/ankle j
L1971,,,PO,579.11,0,"Afo w/ankle joint, prefab"
L1980,,,PO,440.87,0,Afo sing solid stirrup calf
L1990,,,PO,512.22,0,Afo doub solid stirrup calf
L2000,,,PO,1165.54,0,Kafo sing fre stirr thi/calf
L2005,,,PO,5062.71,0,Kafo sng/dbl mechanical act
L2006,,,PO,39525.62,0,Kaf sng/dbl swg/stn mcpr cus
L2010,,,PO,1138.18,0,Kafo sng solid stirrup w/o j
L2020,,,PO,1341.77,0,Kafo dbl solid stirrup band/
L2030,,,PO,1176.93,0,Kafo dbl solid stirrup w/o j
L2034,,,PO,2594.53,0,Kafo pla sin up w/wo k/a cus
L2035,,,PO,214.05,0,Kafo plastic pediatric size
L2036,,,PO,2240.26,0,Kafo plas doub free knee mol
L2037,,,PO,1913.97,0,Kafo plas sing free knee mol
L2038,,,PO,1642.94,0,Kafo w/o joint multi-axis an
L2040,,,PO,204.02,0,Hkafo torsion bil rot straps
L2050,,,PO,649.33,0,Hkafo torsion cable hip pelv
L2060,,,PO,751.28,0,Hkafo torsion ball bearing j
L2070,,,PO,155.7,0,Hkafo torsion unilat rot str
L2080,,,PO,441.61,0,Hkafo unilat torsion cable
L2090,,,PO,535.22,0,Hkafo unilat torsion ball br
L2106,,,PO,961.61,0,Afo tib fx cast plaster mold
L2108,,,PO,1335.93,0,Afo tib fx cast molded to pt
L2112,,,PO,650.87,0,Afo tibial fracture soft
L2114,,,PO,753.46,0,Afo tib fx semi-rigid
L2116,,,PO,902.69,0,Afo tibial fracture rigid
L2126,,,PO,1376.03,0,Kafo fem fx cast thermoplas
L2128,,,PO,1970.44,0,Kafo fem fx cast molded to p
L2132,,,PO,1045.73,0,Kafo femoral fx cast soft
L2134,,,PO,1307.92,0,Kafo fem fx cast semi-rigid
L2136,,,PO,1480.79,0,Kafo femoral fx cast rigid
L2180,,,PO,179.43,0,Plas shoe insert w ank joint
L2182,,,PO,131.81,0,Drop lock knee
L2184,,,PO,171.28,0,Limited motion knee joint
L2186,,,PO,173,0,Adj motion knee jnt lerman t
L2188,,,PO,402.57,0,Quadrilateral brim
L2190,,,PO,115.04,0,Waist belt
L2192,,,PO,453.23,0,Pelvic band & belt thigh fla
L2200,,,PO,72.84,0,Limited ankle motion ea jnt
L2210,,,PO,77.24,0,Dorsiflexion assist each joi
L2220,,,PO,100.4,0,Dorsi & plantar flex ass/res
L2230,,,PO,92.77,0,Split flat caliper stirr & p
L2232,,,PO,119.38,0,"Rocker bottom, contact afo"
L2240,,,PO,96.11,0,Round caliper and plate atta
L2250,,,PO,408.31,0,Foot plate molded stirrup at
L2260,,,PO,237.72,0,Reinforced solid stirrup
L2265,,,PO,180.44,0,Long tongue stirrup
L2270,,,PO,61.71,0,Varus/valgus strap padded/li
L2275,,,PO,150.13,0,Plastic mod low ext pad/line
L2280,,,PO,520.33,0,Molded inner boot
L2300,,,PO,412.52,0,Abduction bar jointed adjust
L2310,,,PO,188.49,0,Abduction bar-straight
L2320,,,PO,257.98,0,Non-molded lacer
L2330,,,PO,478.23,0,Lacer molded to patient mode
L2335,,,PO,261.05,0,Anterior swing band
L2340,,,PO,636.87,0,Pre-tibial shell molded to p
L2350,,,PO,1091.08,0,Prosthetic type socket molde
L2360,,,PO,79.27,0,Extended steel shank
L2370,,,PO,337.23,0,Patten bottom
L2375,,,PO,173.12,0,Torsion ank & half solid sti
L2380,,,PO,188.63,0,Torsion straight knee joint
L2385,,,PO,198.72,0,Straight knee joint heavy du
L2387,,,PO,190.18,0,Add le poly knee custom kafo
L2390,,,PO,125.79,0,Offset knee joint each
L2395,,,PO,239.73,0,Offset knee joint heavy duty
