HCPCS,Modifier,"Maximum
Allowable","Effective
Date",End Date
A7045,RR,$1.06,03/01/23,
A7046,,$11.02,03/01/23,
A7046,NU,$11.02,03/01/23,
A7046,RR,$1.10,03/01/23,
A7047,,$90.23,03/01/23,
A7047,NU,$90.23,03/01/23,
A7047,RR,$9.02,03/01/23,
A7048,,$31.74,03/01/23,
A7048,NU,$31.74,03/01/23,
A7048,RR,$3.17,03/01/23,
A7501,,$78.37,03/01/23,
A7501,NU,$78.37,03/01/23,
A7501,RR,$7.84,03/01/23,
A7502,,$37.26,03/01/23,
A7502,NU,$37.26,03/01/23,
A7502,RR,$3.73,03/01/23,
A7503,,$8.47,03/01/23,
A7503,NU,$8.47,03/01/23,
A7503,RR,$0.85,03/01/23,
A7504,,$0.51,03/01/23,
A7504,NU,$0.51,03/01/23,
A7504,RR,$0.05,03/01/23,
A7505,,$3.50,03/01/23,
A7505,NU,$3.50,03/01/23,
A7505,RR,$0.35,03/01/23,
A7506,,$0.24,03/01/23,
A7506,NU,$0.24,03/01/23,
A7506,RR,$0.02,03/01/23,
A7507,,$1.86,03/01/23,
A7507,NU,$1.86,03/01/23,
A7507,RR,$0.19,03/01/23,
A7508,,$2.14,03/01/23,
A7508,NU,$2.14,03/01/23,
A7508,RR,$0.21,03/01/23,
A7509,,$1.05,03/01/23,
A7509,NU,$1.05,03/01/23,
A7509,RR,$0.10,03/01/23,
A7520,,$35.43,03/01/23,
A7520,NU,$35.43,03/01/23,
A7520,RR,$3.54,03/01/23,
A7521,,$35.11,03/01/23,
A7521,NU,$35.11,03/01/23,
A7521,RR,$3.51,03/01/23,
A7522,,$33.70,03/01/23,
A7522,NU,$33.70,03/01/23,
A7522,RR,$3.37,03/01/23,
A7523,,$6.86,03/01/23,
A7523,NU,$6.86,03/01/23,
A7523,RR,$0.69,03/01/23,
A7524,,$57.77,03/01/23,
A7524,NU,$57.77,03/01/23,
A7524,RR,$5.78,03/01/23,
A7525,,$1.54,03/01/23,
A7525,NU,$1.54,03/01/23,
A7525,RR,$0.15,03/01/23,
A7526,,$2.53,03/01/23,
A7526,NU,$2.53,03/01/23,
A7526,RR,$0.26,03/01/23,
A7527,,$2.67,03/01/23,
A7527,NU,$2.67,03/01/23,
A7527,RR,$0.27,03/01/23,
A8000,,$114.46,03/01/23,
A8000,NU,$114.46,03/01/23,
A8000,RR,$11.45,03/01/23,
A8001,,$114.46,03/01/23,
A8001,NU,$114.46,03/01/23,
A8001,RR,$11.45,03/01/23,
A8002,,$356.12,03/01/23,
A8002,NU,$356.12,03/01/23,
A8002,RR,$35.61,03/01/23,
A8003,,$356.12,03/01/23,
A8003,NU,$356.12,03/01/23,
A8003,RR,$35.61,03/01/23,
A8004,,$2.71,03/01/23,
A8004,NU,$2.71,03/01/23,
A8004,RR,$0.27,03/01/23,
A9270,,$68.40,03/01/23,
A9270,NU,$68.40,03/01/23,
A9270,RR,$6.84,03/01/23,
A9273,,$8.72,03/01/23,
A9273,NU,$8.72,03/01/23,
A9273,RR,$0.87,03/01/23,
A9274,,$41.24,03/01/23,
A9274,NU,$41.24,03/01/23,
A9274,RR,$4.12,03/01/23,
A9275,,$52.81,03/01/23,
A9275,NU,$52.81,03/01/23,
A9275,RR,$5.28,03/01/23,
A9276,,$11.89,03/01/23,
A9276,NU,$11.89,03/01/23,
A9276,RR,$1.19,03/01/23,
A9277,,$649.00,03/01/23,
A9277,NU,$649.00,03/01/23,
A9277,RR,$64.90,03/01/23,
A9278,,$550.00,03/01/23,
A9278,NU,$550.00,03/01/23,
A9278,RR,$55.00,03/01/23,
A9279,,$4.34,03/01/23,
A9279,NU,$43.43,03/01/23,
A9279,RR,$4.34,03/01/23,
A9281,,$17.50,03/01/23,
A9281,NU,$17.50,03/01/23,
A9281,RR,$1.75,03/01/23,
A9282,,$300.00,03/01/23,
A9282,NU,$300.00,03/01/23,
A9282,RR,$30.00,03/01/23,
A9283,,$37.50,03/01/23,
A9283,NU,$37.50,03/01/23,
A9283,RR,$3.75,03/01/23,
A9284,,$11.85,03/01/23,
A9284,NU,$11.85,03/01/23,
A9284,RR,$1.19,03/01/23,
A9286,,$0.04,03/01/23,
A9286,NU,$0.04,03/01/23,
A9286,RR,$0.04,03/01/23,
A9300,,$4.76,03/01/23,
A9300,NU,$4.76,03/01/23,
A9300,RR,$0.48,03/01/23,
A9512,,$9.44,03/01/23,
A9516,,$68.56,03/01/23,
A9517,,$22.57,03/01/23,
A9521,,$368.95,03/01/23,
A9524,,$36.93,03/01/23,
A9526,,$71.41,03/01/23,
A9528,,$124.04,03/01/23,
A9531,,"$3,674.39",03/01/23,
A9901,,$25.95,03/01/23,
A9901,NU,$25.95,03/01/23,
A9901,RR,$2.60,03/01/23,
B4034,,$4.94,03/01/23,
B4034,NU,$4.94,03/01/23,
B4034,RR,$0.50,03/01/23,
B4035,,$9.13,03/01/23,
B4035,NU,$9.13,03/01/23,
B4035,RR,$0.91,03/01/23,
B4036,,$6.57,03/01/23,
B4036,NU,$6.57,03/01/23,
B4036,RR,$0.66,03/01/23,
B4081,,$19.99,03/01/23,
B4081,NU,$19.99,03/01/23,
B4081,RR,$2.00,03/01/23,
B4082,,$14.63,03/01/23,
B4082,NU,$14.63,03/01/23,
B4082,RR,$1.47,03/01/23,
B4083,,$2.22,03/01/23,
B4083,NU,$2.22,03/01/23,
B4083,RR,$0.23,03/01/23,
B4087,,$33.83,03/01/23,
B4087,NU,$33.83,03/01/23,
B4087,RR,$3.38,03/01/23,
B4088,,$36.36,03/01/23,
B4088,NU,$36.36,03/01/23,
B4088,RR,$3.64,03/01/23,
B4100,,$0.47,03/01/23,
B4100,NU,$0.47,03/01/23,
B4100,RR,$0.05,03/01/23,
B4102,,$4.86,03/01/23,
B4102,NU,$4.86,03/01/23,
B4102,RR,$0.49,03/01/23,
B4103,,$4.37,03/01/23,
B4103,NU,$4.37,03/01/23,
B4103,RR,$0.44,03/01/23,
B4104,,$4.37,03/01/23,
B4104,NU,$4.37,03/01/23,
B4104,RR,$0.44,03/01/23,
B4105,,$52.79,03/01/23,
B4105,NU,$52.79,03/01/23,
B4105,RR,$5.28,03/01/23,
B4149,,$1.39,03/01/23,
B4149,NU,$1.39,03/01/23,
B4149,RR,$0.14,03/01/23,
B4150,,$0.57,03/01/23,
B4150,NU,$0.57,03/01/23,
B4150,RR,$0.06,03/01/23,
B4152,,$0.47,03/01/23,
B4152,NU,$0.47,03/01/23,
B4152,RR,$0.05,03/01/23,
B4153,,$1.68,03/01/23,
B4153,NU,$1.68,03/01/23,
B4153,RR,$0.17,03/01/23,
B4154,,$1.02,03/01/23,
B4154,NU,$1.02,03/01/23,
B4154,RR,$0.10,03/01/23,
B4155,,$0.90,03/01/23,
B4155,NU,$0.90,03/01/23,
B4155,RR,$0.09,03/01/23,
B4157,,$6.43,03/01/23,
B4157,NU,$6.43,03/01/23,
B4157,RR,$0.64,03/01/23,
B4158,,$1.05,03/01/23,
B4158,NU,$1.05,03/01/23,
B4158,RR,$0.11,03/01/23,
B4159,,$1.17,03/01/23,
B4159,NU,$1.17,03/01/23,
B4159,RR,$0.12,03/01/23,
B4160,,$0.95,03/01/23,
B4160,NU,$0.95,03/01/23,
B4160,RR,$0.10,03/01/23,
B4161,,$2.51,03/01/23,
B4161,NU,$2.51,03/01/23,
B4161,RR,$0.25,03/01/23,
B4162,,$7.29,03/01/23,
B4162,NU,$7.29,03/01/23,
B4162,RR,$0.73,03/01/23,
B4164,,$20.29,03/01/23,
B4164,NU,$20.29,03/01/23,
B4164,RR,$2.03,03/01/23,
B4168,,$29.60,03/01/23,
B4168,NU,$29.60,03/01/23,
B4168,RR,$2.96,03/01/23,
B4172,,$151.81,03/01/23,
B4172,NU,$151.81,03/01/23,
B4172,RR,$15.18,03/01/23,
B4176,,$57.26,03/01/23,
B4176,NU,$57.26,03/01/23,
B4176,RR,$5.72,03/01/23,
B4178,,$68.71,03/01/23,
B4178,NU,$68.71,03/01/23,
B4178,RR,$6.87,03/01/23,
B4180,,$29.13,03/01/23,
B4180,NU,$29.13,03/01/23,
B4180,RR,$2.91,03/01/23,
B4185,,$13.41,03/01/23,
B4187,,$13.41,03/01/23,
B4189,,$212.28,03/01/23,
B4189,NU,$212.28,03/01/23,
B4189,RR,$21.23,03/01/23,
B4193,,$274.28,03/01/23,
B4193,NU,$274.28,03/01/23,
B4193,RR,$27.43,03/01/23,
B4197,,$333.94,03/01/23,
B4197,NU,$333.94,03/01/23,
B4197,RR,$33.40,03/01/23,
B4199,,$381.58,03/01/23,
B4199,NU,$381.58,03/01/23,
B4199,RR,$38.15,03/01/23,
B4216,,$9.22,03/01/23,
B4216,NU,$9.22,03/01/23,
B4216,RR,$0.92,03/01/23,
B4220,,$9.56,03/01/23,
B4220,NU,$9.56,03/01/23,
B4220,RR,$0.96,03/01/23,
B4222,,$11.80,03/01/23,
B4222,NU,$11.80,03/01/23,
B4222,RR,$1.18,03/01/23,
B4224,,$29.85,03/01/23,
B4224,NU,$29.85,03/01/23,
B4224,RR,$2.99,03/01/23,
B5000,,$14.20,03/01/23,
B5000,NU,$14.20,03/01/23,
B5000,RR,$1.42,03/01/23,
B5100,,$5.55,03/01/23,
B5100,NU,$5.55,03/01/23,
B5100,RR,$0.55,03/01/23,
B9002,,$97.35,03/01/23,
B9002,NU,$993.97,03/01/23,
B9002,RR,$97.35,03/01/23,
B9004,,$476.99,03/01/23,
B9004,NU,"$3,013.21",03/01/23,
B9004,RR,$476.99,03/01/23,
B9006,,$476.99,03/01/23,
B9006,NU,"$3,013.21",03/01/23,
B9006,RR,$476.99,03/01/23,
E0100,,$3.88,03/01/23,
E0100,NU,$15.10,03/01/23,
E0100,RR,$3.88,03/01/23,
E0105,,$5.81,03/01/23,
E0105,NU,$36.79,03/01/23,
E0105,RR,$5.81,03/01/23,
E0110,,$10.48,03/01/23,
E0110,NU,$55.01,03/01/23,
E0110,RR,$10.48,03/01/23,
E0111,,$5.52,03/01/23,
E0111,NU,$34.88,03/01/23,
E0111,RR,$5.52,03/01/23,
E0112,,$6.51,03/01/23,
E0112,NU,$28.53,03/01/23,
E0112,RR,$6.51,03/01/23,
E0113,,$3.36,03/01/23,
E0113,NU,$14.11,03/01/23,
E0113,RR,$3.36,03/01/23,
E0114,,$5.61,03/01/23,
E0114,NU,$31.74,03/01/23,
E0114,RR,$5.61,03/01/23,
E0116,,$3.55,03/01/23,
E0116,NU,$18.18,03/01/23,
E0116,RR,$3.55,03/01/23,
E0117,,$14.84,03/01/23,
E0117,NU,$148.43,03/01/23,
E0117,RR,$14.84,03/01/23,
E0118,,$39.52,03/01/23,
E0118,NU,$395.20,03/01/23,
E0118,RR,$39.52,03/01/23,
E0130,,$6.39,03/01/23,
E0130,NU,$38.13,03/01/23,
E0130,RR,$6.39,03/01/23,
E0135,,$6.52,03/01/23,
E0135,NU,$44.33,03/01/23,
E0135,RR,$6.52,03/01/23,
E0140,,$22.13,03/01/23,
E0140,NU,$221.26,03/01/23,
E0140,RR,$22.13,03/01/23,
E0141,,$8.04,03/01/23,
E0141,NU,$52.43,03/01/23,
E0141,RR,$8.04,03/01/23,
E0143,,$7.81,03/01/23,
E0143,NU,$55.64,03/01/23,
E0143,RR,$7.81,03/01/23,
E0144,,$19.69,03/01/23,
E0144,NU,$196.88,03/01/23,
E0144,RR,$19.69,03/01/23,
E0147,,$33.86,03/01/23,
E0147,NU,$338.56,03/01/23,
E0147,RR,$33.86,03/01/23,
E0148,,$7.22,03/01/23,
E0148,NU,$72.13,03/01/23,
E0148,RR,$7.22,03/01/23,
E0149,,$11.66,03/01/23,
E0149,NU,$116.55,03/01/23,
E0149,RR,$11.66,03/01/23,
E0153,,$6.05,03/01/23,
E0153,NU,$53.49,03/01/23,
E0153,RR,$6.05,03/01/23,
E0154,,$4.62,03/01/23,
E0154,NU,$41.14,03/01/23,
E0154,RR,$4.62,03/01/23,
E0155,,$2.03,03/01/23,
E0155,NU,$18.04,03/01/23,
E0155,RR,$2.03,03/01/23,
E0156,,$1.52,03/01/23,
E0156,NU,$13.15,03/01/23,
E0156,RR,$1.52,03/01/23,
E0157,,$4.57,03/01/23,
E0157,NU,$43.42,03/01/23,
E0157,RR,$4.57,03/01/23,
E0158,,$1.97,03/01/23,
E0158,NU,$18.12,03/01/23,
E0158,RR,$1.97,03/01/23,
E0159,,$1.13,03/01/23,
E0159,NU,$11.25,03/01/23,
E0159,RR,$1.13,03/01/23,
E0160,,$2.47,03/01/23,
E0160,NU,$21.28,03/01/23,
E0160,RR,$2.47,03/01/23,
E0161,,$2.07,03/01/23,
E0161,NU,$17.18,03/01/23,
E0161,RR,$2.07,03/01/23,
E0162,,$10.02,03/01/23,
E0162,NU,$95.46,03/01/23,
E0162,RR,$10.02,03/01/23,
E0163,,$11.32,03/01/23,
E0163,NU,$61.61,03/01/23,
E0163,RR,$11.32,03/01/23,
E0165,,$11.59,03/01/23,
E0165,NU,$115.92,03/01/23,
E0165,RR,$11.59,03/01/23,
E0167,,$0.85,03/01/23,
E0167,NU,$8.52,03/01/23,
E0167,RR,$0.85,03/01/23,
E0168,,$10.05,03/01/23,
E0168,NU,$100.53,03/01/23,
E0168,RR,$10.05,03/01/23,
E0170,,$121.03,03/01/23,
E0170,NU,"$1,210.29",03/01/23,
E0170,RR,$121.03,03/01/23,
E0171,,$22.23,03/01/23,
E0171,NU,$222.33,03/01/23,
E0171,RR,$22.23,03/01/23,
E0175,,$5.10,03/01/23,
E0175,NU,$51.05,03/01/23,
E0175,RR,$5.10,03/01/23,
E0181,,$15.67,03/01/23,
E0181,NU,$156.68,03/01/23,
E0181,RR,$15.67,03/01/23,
E0182,,$16.11,03/01/23,
E0182,NU,$161.09,03/01/23,
E0182,RR,$16.11,03/01/23,
E0184,,$15.29,03/01/23,
E0184,NU,$122.02,03/01/23,
E0184,RR,$15.29,03/01/23,
E0185,,$23.45,03/01/23,
E0185,NU,$184.62,03/01/23,
E0185,RR,$23.45,03/01/23,
E0186,,$14.59,03/01/23,
E0186,NU,$145.91,03/01/23,
E0186,RR,$14.59,03/01/23,
E0187,,$16.64,03/01/23,
E0187,NU,$166.45,03/01/23,
E0187,RR,$16.64,03/01/23,
E0188,,$1.91,03/01/23,
E0188,NU,$17.32,03/01/23,
E0188,RR,$1.91,03/01/23,
E0189,,$3.97,03/01/23,
E0189,NU,$38.04,03/01/23,
E0189,RR,$3.97,03/01/23,
E0190,,$3.56,03/01/23,
E0190,NU,$36.89,03/01/23,
E0190,RR,$3.56,03/01/23,
E0191,,$0.72,03/01/23,
E0191,NU,$7.21,03/01/23,
E0191,RR,$0.72,03/01/23,
E0193,,$551.40,03/01/23,
E0193,NU,"$5,514.01",03/01/23,
E0193,RR,$551.40,03/01/23,
E0194,,"$2,285.87",03/01/23,
E0194,NU,"$22,858.73",03/01/23,
E0194,RR,"$2,285.87",03/01/23,
E0196,,$23.99,03/01/23,
E0196,NU,$239.90,03/01/23,
E0196,RR,$23.99,03/01/23,
E0197,,$16.58,03/01/23,
E0197,NU,$165.82,03/01/23,
E0197,RR,$16.58,03/01/23,
E0198,,$14.52,03/01/23,
E0198,NU,$145.15,03/01/23,
E0198,RR,$14.52,03/01/23,
E0199,,$2.31,03/01/23,
E0199,NU,$23.06,03/01/23,
E0199,RR,$2.31,03/01/23,
E0200,,$8.30,03/01/23,
E0200,NU,$61.10,03/01/23,
E0200,RR,$8.30,03/01/23,
E0202,,$48.26,03/01/23,
E0202,NU,$482.64,03/01/23,
E0202,RR,$48.26,03/01/23,
E0203,,$12.09,03/01/23,
E0203,NU,$145.06,03/01/23,
E0203,RR,$12.09,03/01/23,
E0205,,$16.46,03/01/23,
E0205,NU,$149.57,03/01/23,
E0205,RR,$16.46,03/01/23,
E0210,,$2.02,03/01/23,
E0210,NU,$21.39,03/01/23,
E0210,RR,$2.02,03/01/23,
E0215,,$5.71,03/01/23,
E0215,NU,$54.60,03/01/23,
E0215,RR,$5.71,03/01/23,
E0217,,$42.60,03/01/23,
E0217,NU,$382.66,03/01/23,
E0217,RR,$42.60,03/01/23,
E0218,,$33.15,03/01/23,
E0218,NU,$188.50,03/01/23,
E0218,RR,$33.15,03/01/23,
E0221,,$140.26,03/01/23,
E0221,NU,"$1,402.60",03/01/23,
E0221,RR,$140.26,03/01/23,
E0225,,$299.55,03/01/23,
E0225,NU,$299.55,03/01/23,
E0225,RR,$299.55,03/01/23,
E0235,,$132.93,03/01/23,
E0235,NU,$132.93,03/01/23,
E0235,RR,$132.93,03/01/23,
E0236,,$34.10,03/01/23,
E0236,NU,$341.02,03/01/23,
E0236,RR,$34.10,03/01/23,
E0239,,$346.71,03/01/23,
E0239,NU,$346.71,03/01/23,
E0239,RR,$346.71,03/01/23,
E0240,,$8.63,03/01/23,
E0240,NU,$82.19,03/01/23,
E0240,RR,$8.63,03/01/23,
E0241,,$10.96,03/01/23,
E0241,NU,$20.80,03/01/23,
E0241,RR,$10.96,03/01/23,
E0242,,$10.96,03/01/23,
E0242,NU,$19.50,03/01/23,
E0242,RR,$10.96,03/01/23,
E0243,,$13.00,03/01/23,
E0243,NU,$26.00,03/01/23,
E0243,RR,$13.00,03/01/23,
E0244,,$2.34,03/01/23,
E0244,NU,$23.40,03/01/23,
E0244,RR,$2.34,03/01/23,
E0245,,$13.00,03/01/23,
E0245,NU,$25.35,03/01/23,
E0245,RR,$13.00,03/01/23,
E0246,,$10.96,03/01/23,
E0246,NU,$29.32,03/01/23,
E0246,RR,$10.96,03/01/23,
E0247,,$3.17,03/01/23,
E0247,NU,$31.10,03/01/23,
E0247,RR,$3.17,03/01/23,
E0248,,$3.17,03/01/23,
E0248,NU,$31.10,03/01/23,
E0248,RR,$3.17,03/01/23,
E0249,,$76.77,03/01/23,
E0249,NU,$76.77,03/01/23,
E0249,RR,$76.77,03/01/23,
E0250,,$54.48,03/01/23,
E0250,NU,$544.82,03/01/23,
E0250,RR,$54.48,03/01/23,
E0251,,$45.30,03/01/23,
E0251,NU,$452.97,03/01/23,
E0251,RR,$45.30,03/01/23,
E0255,,$61.20,03/01/23,
E0255,NU,$611.98,03/01/23,
E0255,RR,$61.20,03/01/23,
E0256,,$49.21,03/01/23,
E0256,NU,$492.09,03/01/23,
E0256,RR,$49.21,03/01/23,
E0260,,$68.85,03/01/23,
E0260,NU,$688.46,03/01/23,
E0260,RR,$68.85,03/01/23,
E0261,,$67.66,03/01/23,
E0261,NU,$676.56,03/01/23,
E0261,RR,$67.66,03/01/23,
E0265,,$115.16,03/01/23,
E0265,NU,"$1,151.58",03/01/23,
E0265,RR,$115.16,03/01/23,
E0266,,$101.42,03/01/23,
E0266,NU,"$1,014.17",03/01/23,
E0266,RR,$101.42,03/01/23,
E0270,,$63.64,03/01/23,
E0270,NU,$636.35,03/01/23,
E0270,RR,$63.64,03/01/23,
E0271,,$11.31,03/01/23,
E0271,NU,$113.14,03/01/23,
E0271,RR,$11.31,03/01/23,
E0272,,$11.22,03/01/23,
E0272,NU,$112.24,03/01/23,
E0272,RR,$11.22,03/01/23,
E0273,,$9.75,03/01/23,
E0273,NU,$11.78,03/01/23,
E0273,RR,$9.75,03/01/23,
E0274,,$13.00,03/01/23,
E0274,NU,$97.11,03/01/23,
E0274,RR,$13.00,03/01/23,
E0275,,$1.12,03/01/23,
E0275,NU,$10.96,03/01/23,
E0275,RR,$1.12,03/01/23,
E0276,,$1.04,03/01/23,
E0276,NU,$9.48,03/01/23,
E0276,RR,$1.04,03/01/23,
E0277,,$303.36,03/01/23,
E0277,NU,"$3,033.64",03/01/23,
E0277,RR,$303.36,03/01/23,
E0280,,$2.50,03/01/23,
E0280,NU,$24.04,03/01/23,
E0280,RR,$2.50,03/01/23,
E0290,,$45.47,03/01/23,
E0290,NU,$454.67,03/01/23,
E0290,RR,$45.47,03/01/23,
E0291,,$34.10,03/01/23,
E0291,NU,$341.02,03/01/23,
E0291,RR,$34.10,03/01/23,
E0292,,$49.70,03/01/23,
E0292,NU,$497.01,03/01/23,
E0292,RR,$49.70,03/01/23,
E0293,,$44.11,03/01/23,
E0293,NU,$441.06,03/01/23,
E0293,RR,$44.11,03/01/23,
E0294,,$65.58,03/01/23,
E0294,NU,$655.77,03/01/23,
E0294,RR,$65.58,03/01/23,
E0295,,$64.47,03/01/23,
E0295,NU,$644.68,03/01/23,
E0295,RR,$64.47,03/01/23,
E0296,,$92.58,03/01/23,
E0296,NU,$925.85,03/01/23,
E0296,RR,$92.58,03/01/23,
E0297,,$80.29,03/01/23,
E0297,NU,$802.94,03/01/23,
E0297,RR,$80.29,03/01/23,
E0300,,$179.06,03/01/23,
E0300,NU,"$1,790.59",03/01/23,
E0300,RR,$179.06,03/01/23,
E0301,,$148.18,03/01/23,
E0301,NU,"$1,481.82",03/01/23,
E0301,RR,$148.18,03/01/23,
E0302,,$407.99,03/01/23,
E0302,NU,"$4,079.88",03/01/23,
E0302,RR,$407.99,03/01/23,
E0303,,$160.03,03/01/23,
E0303,NU,"$1,600.33",03/01/23,
E0303,RR,$160.03,03/01/23,
E0304,,$431.01,03/01/23,
E0304,NU,"$4,310.15",03/01/23,
E0304,RR,$431.01,03/01/23,
E0305,,$9.81,03/01/23,
E0305,NU,$98.09,03/01/23,
E0305,RR,$9.81,03/01/23,
E0310,,$11.50,03/01/23,
E0310,NU,$101.08,03/01/23,
E0310,RR,$11.50,03/01/23,
E0315,,$7.47,03/01/23,
E0315,NU,$74.70,03/01/23,
E0315,RR,$7.47,03/01/23,
E0316,,$128.85,03/01/23,
E0316,NU,"$1,288.54",03/01/23,
E0316,RR,$128.85,03/01/23,
E0325,,$0.91,03/01/23,
E0325,NU,$7.20,03/01/23,
E0325,RR,$0.91,03/01/23,
E0326,,$0.81,03/01/23,
E0326,NU,$7.58,03/01/23,
E0326,RR,$0.81,03/01/23,
E0328,,$415.05,03/01/23,
E0328,NU,"$4,150.50",03/01/23,
E0328,RR,$415.05,03/01/23,
E0329,,$174.00,03/01/23,
E0329,NU,"$1,740.00",03/01/23,
E0329,RR,$174.00,03/01/23,
E0370,,$18.85,03/01/23,
E0370,NU,$18.85,03/01/23,
E0370,RR,$18.85,03/01/23,
E0371,,$217.26,03/01/23,
E0371,NU,"$2,172.62",03/01/23,
E0371,RR,$217.26,03/01/23,
E0372,,$248.84,03/01/23,
E0372,NU,"$2,488.44",03/01/23,
E0372,RR,$248.84,03/01/23,
E0373,,$273.80,03/01/23,
E0373,NU,"$2,738.04",03/01/23,
E0373,RR,$273.80,03/01/23,
E0424,,$95.22,03/01/23,
E0424,NU,$952.25,03/01/23,
E0424,RR,$95.22,03/01/23,
E0425,,"$1,748.00",03/01/23,
E0425,NU,"$1,748.00",03/01/23,
E0425,RR,"$1,748.00",03/01/23,
E0430,,$55.33,03/01/23,
E0430,NU,$55.33,03/01/23,
E0430,RR,$55.33,03/01/23,
E0431,,$47.62,03/01/23,
E0431,NU,$476.15,03/01/23,
E0431,RR,$47.62,03/01/23,
E0433,,$47.62,03/01/23,
E0433,NU,$476.15,03/01/23,
E0433,RR,$47.62,03/01/23,
E0434,,$47.62,03/01/23,
E0434,NU,$476.15,03/01/23,
E0434,RR,$47.62,03/01/23,
E0435,,"$1,857.40",03/01/23,
E0435,NU,"$1,857.40",03/01/23,
E0435,RR,"$1,857.40",03/01/23,
E0439,,$95.22,03/01/23,
E0439,NU,$952.25,03/01/23,
E0439,RR,$95.22,03/01/23,
E0440,,"$2,098.84",03/01/23,
E0440,NU,"$2,098.84",03/01/23,
E0440,RR,"$2,098.84",03/01/23,
E0441,,$44.07,03/01/23,
E0441,NU,$44.07,03/01/23,
E0441,RR,$44.07,03/01/23,
E0442,,$44.07,03/01/23,
E0442,NU,$44.07,03/01/23,
E0442,RR,$44.07,03/01/23,
E0443,,$42.25,03/01/23,
E0443,NU,$42.25,03/01/23,
E0443,RR,$42.25,03/01/23,
E0444,,$42.25,03/01/23,
E0444,NU,$42.25,03/01/23,
E0444,RR,$42.25,03/01/23,
E0445,,$79.80,03/01/23,
E0445,NU,$798.00,03/01/23,
E0445,RR,$79.80,03/01/23,
E0447,,$64.18,03/01/23,
E0447,NU,$64.18,03/01/23,
E0447,RR,$64.18,03/01/23,
E0455,,$260.00,03/01/23,
E0455,NU,"$1,570.01",03/01/23,
E0455,RR,$260.00,03/01/23,
E0457,,$47.24,03/01/23,
E0457,NU,$472.39,03/01/23,
E0457,RR,$47.24,03/01/23,
E0459,,$33.26,03/01/23,
E0459,NU,$332.56,03/01/23,
E0459,RR,$33.26,03/01/23,
E0462,,$224.61,03/01/23,
E0462,NU,"$2,246.08",03/01/23,
E0462,RR,$224.61,03/01/23,
E0465,,$735.71,03/01/23,
E0465,NU,"$7,357.14",03/01/23,
E0465,RR,$735.71,03/01/23,
E0466,,$735.71,03/01/23,
E0466,NU,"$7,357.14",03/01/23,
E0466,RR,$735.71,03/01/23,
E0467,,$864.96,03/01/23,
E0467,NU,"$8,649.65",03/01/23,
E0467,RR,$864.96,03/01/23,
E0468,,$840.11,04/01/24,
E0468,NU,"$8,401.10",04/01/24,
E0468,RR,$840.11,04/01/24,
E0470,,$124.73,03/01/23,
E0470,NU,"$1,247.27",03/01/23,
E0470,RR,$124.73,03/01/23,
E0471,,$279.41,03/01/23,
E0471,NU,"$2,794.11",03/01/23,
E0471,RR,$279.41,03/01/23,
E0472,,$328.15,03/01/23,
E0472,NU,"$3,281.54",03/01/23,
E0472,RR,$328.15,03/01/23,
E0480,,$33.88,03/01/23,
E0480,NU,$338.75,03/01/23,
E0480,RR,$33.88,03/01/23,
E0481,,$613.83,03/01/23,
E0481,NU,"$6,138.30",03/01/23,
E0481,RR,$613.83,03/01/23,
E0482,,$331.46,03/01/23,
E0482,NU,"$3,314.56",03/01/23,
E0482,RR,$331.46,03/01/23,
E0483,,$819.43,03/01/23,
E0483,NU,"$8,194.28",03/01/23,
E0483,RR,$819.43,03/01/23,
E0484,,$2.85,03/01/23,
E0484,NU,$28.47,03/01/23,
E0484,RR,$2.85,03/01/23,
E0485,,$7.65,03/01/23,
E0485,NU,$76.54,03/01/23,
E0485,RR,$7.65,03/01/23,
E0486,,$210.00,03/01/23,
E0486,NU,"$2,100.00",03/01/23,
E0486,RR,$210.00,03/01/23,
E0490,,$71.43,10/01/23,
E0490,NU,$714.30,10/01/23,
E0490,RR,$71.43,10/01/23,
E0491,,$58.99,10/01/23,
E0491,NU,$589.90,10/01/23,
E0491,RR,$58.99,10/01/23,
E0500,,$84.60,03/01/23,
E0500,NU,$846.03,03/01/23,
E0500,RR,$84.60,03/01/23,
E0530,,$21.32,01/01/24,
E0530,NU,$213.20,01/01/24,
E0530,RR,$21.32,01/01/24,
E0550,,$38.64,03/01/23,
E0550,NU,$386.44,03/01/23,
E0550,RR,$38.64,03/01/23,
E0555,,$7.90,03/01/23,
E0555,NU,$30.40,03/01/23,
E0555,RR,$7.90,03/01/23,
E0560,,$12.32,03/01/23,
E0560,NU,$113.94,03/01/23,
E0560,RR,$12.32,03/01/23,
E0561,,$6.19,03/01/23,
E0561,NU,$61.98,03/01/23,
E0561,RR,$6.19,03/01/23,
E0562,,$15.05,03/01/23,
E0562,NU,$150.56,03/01/23,
E0562,RR,$15.05,03/01/23,
E0565,,$38.81,03/01/23,
E0565,NU,$388.14,03/01/23,
E0565,RR,$38.81,03/01/23,
E0570,,$8.30,03/01/23,
E0570,NU,$83.03,03/01/23,
E0570,RR,$8.30,03/01/23,
E0572,,$25.13,03/01/23,
E0572,NU,$251.31,03/01/23,
E0572,RR,$25.13,03/01/23,
E0574,,$31.03,03/01/23,
E0574,NU,$310.28,03/01/23,
E0574,RR,$31.03,03/01/23,
E0575,,$79.22,03/01/23,
E0575,NU,$792.23,03/01/23,
E0575,RR,$79.22,03/01/23,
