HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
E0215,UE,,D,IN,75.74,64.38,64.38,0,75.74,0,68.51,0,75.74,0,75.74,0,72.79,0,75.74,0,75.74,0,64.38,0,64.38,0,75.74,0,75.74,0,64.38,0,64.38,0,75.74,0,64.38,0,75.74,0,64.38,0,75.74,0,64.38,0,64.38,0,64.38,0,75.74,0,64.38,0,64.38,0,75.74,0,75.74,0,75.74,0,64.38,0,64.38,0,64.38,0,68.51,0,64.38,0,75.74,0,64.38,0,64.38,0,75.74,0,75.74,0,64.38,0,75.74,0,75.74,0,75.74,0,64.38,0,75.74,0,64.38,0,75.74,0,75.74,0,75.74,0,75.74,0,102.41,0,109.52,0,116.52,0,64.38,0,Electric heat pad moist
E0217,NU,,D,IN,707.53,601.4,703.69,0,707.53,0,707.53,0,707.53,0,707.53,0,707.53,0,601.4,0,601.4,0,601.4,0,703.69,0,707.53,0,707.53,0,601.4,0,601.4,0,601.4,0,707.53,0,707.53,0,707.53,0,601.4,0,707.53,0,601.4,0,707.53,0,601.4,0,703.69,0,611.46,0,707.53,0,707.53,0,601.4,0,707.53,0,601.4,0,707.53,0,707.53,0,601.4,0,601.4,0,707.53,0,707.53,0,601.4,0,707.53,0,703.69,0,707.53,0,707.53,0,707.53,0,611.46,0,601.4,0,707.53,0,707.53,0,601.4,0,601.4,0,707.53,0,863.4,0,923.22,0,632.08,0,601.4,0,Water circ heat pad w pump
E0217,RR,,D,IN,78.76,66.95,68.67,0,78.76,0,78.76,0,78.76,0,78.76,0,78.76,0,66.95,0,66.95,0,66.95,0,70.33,0,78.76,0,78.76,0,78.76,0,66.95,0,66.95,0,73.79,0,78.76,0,78.76,0,66.95,0,78.76,0,66.95,0,78.76,0,66.95,0,68.68,0,66.95,0,78.76,0,78.76,0,66.95,0,78.76,0,66.95,0,70.76,0,78.76,0,66.95,0,66.95,0,70.76,0,78.76,0,66.95,0,78.76,0,66.95,0,78.76,0,78.76,0,78.76,0,66.95,0,66.95,0,78.76,0,78.76,0,78.76,0,66.95,0,78.76,0,94.78,0,101.39,0,79.03,0,66.95,0,Water circ heat pad w pump
E0217,UE,,D,IN,530.61,451.02,527.75,0,530.61,0,530.61,0,530.61,0,530.61,0,530.61,0,451.02,0,451.02,0,451.02,0,527.75,0,530.61,0,530.61,0,451.02,0,451.02,0,451.02,0,530.61,0,530.61,0,530.61,0,451.02,0,530.61,0,451.02,0,530.61,0,451.02,0,527.75,0,458.55,0,530.61,0,530.61,0,451.02,0,530.61,0,451.02,0,530.61,0,530.61,0,451.02,0,451.02,0,530.61,0,530.61,0,451.02,0,530.61,0,527.75,0,530.61,0,530.61,0,530.61,0,458.56,0,451.02,0,530.61,0,530.61,0,451.02,0,451.02,0,530.61,0,647.53,0,692.46,0,474.02,0,451.02,0,Water circ heat pad w pump
E0225,NU,,D,IN,553.88,470.8,470.8,0,531,0,553.88,0,523.39,0,553.88,0,470.8,0,470.8,0,470.8,0,470.8,0,553.88,0,553.88,0,553.88,0,470.8,0,470.8,0,553.88,0,553.88,0,546.03,0,470.8,0,470.8,0,470.8,0,470.8,0,553.88,0,553.88,0,553.88,0,553.88,0,553.88,0,553.88,0,553.88,0,470.8,0,470.8,0,553.88,0,553.88,0,553.88,0,470.8,0,553.88,0,553.88,0,470.8,0,553.88,0,543.81,0,553.88,0,553.88,0,553.88,0,470.8,0,497.59,0,470.8,0,553.88,0,470.8,0,470.8,0,553.88,0,528.64,0,565.25,0,682.9,0,553.88,0,Hydrocollator unit
E0225,RR,,D,IN,54.59,46.4,46.4,0,53.1,0,54.59,0,52.35,0,54.59,0,46.4,0,46.4,0,46.4,0,46.4,0,54.59,0,46.4,0,54.59,0,46.4,0,46.4,0,54.59,0,54.59,0,54.59,0,46.4,0,46.4,0,46.4,0,46.4,0,54.59,0,54.59,0,54.59,0,54.59,0,54.59,0,54.59,0,54.59,0,46.4,0,46.4,0,54.59,0,54.59,0,54.59,0,46.4,0,54.59,0,54.59,0,46.4,0,54.59,0,46.4,0,54.59,0,54.59,0,54.59,0,46.4,0,47.98,0,46.4,0,54.59,0,46.4,0,46.4,0,54.59,0,52.87,0,56.54,0,85.36,0,54.59,0,Hydrocollator unit
E0225,UE,,D,IN,415.42,353.11,353.11,0,398.23,0,415.42,0,392.53,0,415.42,0,353.11,0,353.11,0,353.11,0,353.11,0,415.42,0,415.42,0,415.42,0,353.11,0,353.11,0,415.42,0,415.42,0,409.54,0,353.11,0,353.11,0,353.11,0,353.11,0,415.42,0,415.42,0,415.42,0,415.42,0,415.42,0,415.42,0,415.42,0,353.11,0,353.11,0,415.42,0,415.42,0,415.42,0,353.11,0,415.42,0,415.42,0,353.11,0,415.42,0,407.85,0,415.42,0,415.42,0,415.42,0,353.11,0,360.17,0,353.11,0,415.42,0,353.11,0,353.11,0,415.42,0,396.46,0,423.94,0,512.18,0,415.42,0,Hydrocollator unit
E0235,RR,,D,CR,24.58,20.89,21.58,0,24.58,0,24.58,0,24.58,0,24.58,0,24.58,0,24.58,0,24.58,0,24.58,0,24.58,0,23.73,0,23.46,0,24.58,0,24.58,0,24.58,0,24.58,0,24.58,0,22.48,0,23.26,0,23.12,0,22.55,0,24.58,0,24.58,0,24.58,0,20.89,0,23.48,0,20.89,0,22.09,0,21.17,0,24.58,0,20.89,0,24.58,0,24.58,0,20.89,0,23.32,0,24.58,0,24.58,0,20.89,0,23.31,0,20.89,0,20.89,0,24.58,0,20.89,0,24.58,0,22.15,0,22.61,0,24.58,0,20.89,0,20.89,0,46.87,0,50.11,0,27.69,0,24.58,0,Paraffin bath unit portable
E0236,RR,,D,CR,63.06,53.6,53.6,0,63.06,0,57.87,0,63.06,0,53.6,0,55.92,0,58.86,0,56.76,0,53.6,0,56.14,0,63.06,0,62.89,0,63.06,0,63.06,0,63.06,0,53.6,0,63.06,0,63.06,0,56.08,0,63.06,0,53.6,0,53.6,0,63.06,0,63.06,0,63.06,0,63.06,0,63.06,0,63.06,0,63.06,0,54.54,0,58.96,0,60.64,0,54.91,0,53.6,0,63.06,0,53.6,0,55.73,0,53.6,0,63.06,0,63.06,0,63.06,0,63.06,0,53.6,0,63.06,0,63.06,0,60.5,0,63.06,0,53.6,0,63.06,0,82.33,0,88.02,0,50.34,0,54.92,0,Pump for water circulating p
E0239,NU,,D,IN,641.07,544.91,641.07,0,544.91,0,641.07,0,641.07,0,641.07,0,641.07,0,641.07,0,641.07,0,641.07,0,641.07,0,544.91,0,544.91,0,544.91,0,544.91,0,544.91,0,567.11,0,544.91,0,641.07,0,601.4,0,641.07,0,544.91,0,544.91,0,544.91,0,641.07,0,641.07,0,544.91,0,544.91,0,544.91,0,641.07,0,641.07,0,546.23,0,641.07,0,544.91,0,544.91,0,546.23,0,641.07,0,641.07,0,641.07,0,641.07,0,544.91,0,544.91,0,641.07,0,641.07,0,641.07,0,641.07,0,641.07,0,544.91,0,544.91,0,544.91,0,2255.77,0,2412.13,0,561.87,0,544.91,0,Hydrocollator unit portable
E0239,RR,,D,IN,64.12,54.5,64.12,0,54.5,0,64.12,0,64.12,0,64.12,0,64.12,0,64.12,0,64.12,0,64.12,0,64.12,0,54.5,0,54.5,0,54.5,0,54.5,0,54.5,0,56.69,0,54.5,0,64.12,0,60.16,0,64.12,0,54.5,0,54.5,0,54.5,0,64.12,0,64.12,0,54.5,0,54.5,0,54.5,0,64.12,0,64.12,0,54.66,0,64.12,0,54.5,0,54.5,0,64.12,0,64.12,0,64.12,0,64.12,0,64.12,0,54.5,0,54.5,0,64.12,0,64.12,0,64.12,0,64.12,0,64.12,0,54.5,0,54.5,0,54.5,0,225.57,0,241.18,0,70.2,0,54.5,0,Hydrocollator unit portable
E0239,UE,,D,IN,480.82,408.7,480.82,0,408.7,0,480.82,0,480.82,0,480.82,0,480.82,0,480.82,0,480.82,0,480.82,0,480.82,0,408.7,0,408.7,0,408.7,0,408.7,0,408.7,0,425.34,0,408.7,0,480.82,0,451.04,0,480.82,0,408.7,0,408.7,0,408.7,0,480.82,0,480.82,0,408.7,0,408.7,0,408.7,0,480.82,0,480.82,0,409.72,0,480.82,0,408.7,0,408.7,0,409.72,0,480.82,0,480.82,0,480.82,0,480.82,0,408.7,0,408.7,0,480.82,0,480.82,0,480.82,0,480.82,0,480.82,0,408.7,0,408.7,0,408.7,0,1691.83,0,1809.05,0,421.41,0,408.7,0,Hydrocollator unit portable
E0249,NU,,D,IN,141.94,120.65,120.65,0,125.75,0,120.65,0,141.94,0,141.94,0,141.94,0,141.94,0,141.94,0,120.65,0,141.94,0,141.94,0,141.94,0,141.94,0,120.65,0,120.65,0,120.65,0,129.31,0,141.94,0,141.94,0,141.94,0,120.65,0,120.65,0,141.94,0,120.65,0,120.65,0,141.94,0,141.94,0,120.65,0,141.94,0,141.94,0,120.65,0,120.65,0,120.65,0,120.65,0,120.65,0,120.65,0,141.94,0,141.94,0,131.22,0,141.94,0,141.94,0,141.94,0,120.65,0,120.65,0,141.94,0,120.65,0,141.94,0,120.65,0,141.94,0,204.75,0,218.96,0,180.93,0,120.65,0,Pad water circulating heat u
E0249,RR,,D,IN,15.6,13.26,13.26,0,13.26,0,13.26,0,15.6,0,15.6,0,15.6,0,15.6,0,15.6,0,13.26,0,15.6,0,15.6,0,14.19,0,15.6,0,13.26,0,13.26,0,13.26,0,13.26,0,15.6,0,15.6,0,15.6,0,13.26,0,13.26,0,15.6,0,13.26,0,13.26,0,15.6,0,15.6,0,13.26,0,15.6,0,15.6,0,13.26,0,13.26,0,13.26,0,13.26,0,15.6,0,13.26,0,15.6,0,15.6,0,13.26,0,15.6,0,15.6,0,15.6,0,13.26,0,13.26,0,15.6,0,13.26,0,15.6,0,13.26,0,15.6,0,20.49,0,21.91,0,22.6,0,13.26,0,Pad water circulating heat u
E0249,UE,,D,IN,106.45,90.48,90.48,0,94.32,0,90.48,0,106.45,0,106.45,0,106.45,0,106.45,0,106.45,0,90.48,0,106.45,0,106.45,0,106.45,0,106.45,0,90.48,0,90.48,0,90.48,0,96.99,0,106.45,0,106.45,0,106.45,0,90.48,0,90.48,0,106.45,0,90.48,0,90.48,0,106.45,0,106.45,0,90.48,0,106.45,0,106.45,0,90.48,0,90.48,0,90.48,0,90.48,0,90.48,0,90.48,0,106.45,0,106.45,0,98.44,0,106.45,0,106.45,0,106.45,0,90.48,0,90.48,0,106.45,0,90.48,0,106.45,0,90.48,0,106.45,0,153.59,0,164.2,0,135.69,0,90.48,0,Pad water circulating heat u
E0250,RR,,D,CR,0,0,76.95,92.56,76.95,101.57,77.21,101.57,74.28,97.1,76.76,100.58,72.8,101.57,73.55,92.56,73.55,101.57,76.95,101.57,76.95,93.8,76.36,101.57,76.76,98.07,75,101.57,75,101.57,76.36,101.57,76.95,92.56,76.95,93.1,72.8,101.57,73.55,101.57,72.8,101.57,75,101.57,76.36,101.57,76.36,101.57,76.95,92.56,76.76,94.56,76.95,97.61,76.36,92.83,76.36,101.57,72.8,101.57,73.55,98.61,77.21,94.29,74.28,101.57,73.55,92.56,75,101.57,77.21,101.57,74.28,96.67,73.55,101.57,72.8,93.3,76.95,93.93,76.36,92.56,76.95,92.56,77.21,101.57,76.76,101.57,76.95,92.56,72.8,101.57,74.28,98.68,75,98.27,76.95,101.57,76.76,92.74,97.66,0,101.55,0,122.46,0,92.56,0,Hosp bed fixed ht w/ mattres
E0251,RR,,D,CR,0,0,71.12,77.35,71.12,84.54,72.34,84.54,69.09,84.54,70.7,83.09,69.93,84.54,67.51,84.54,67.51,84.54,71.12,84.54,71.12,78.22,73.81,80.21,70.7,82.3,72.8,84.54,72.8,84.54,73.81,79.35,71.12,77.35,71.12,81.5,69.93,84.54,67.51,84.54,69.93,84.54,72.8,84.54,73.81,84.54,73.81,84.54,71.12,84.19,70.7,79.74,71.12,84.54,73.81,80.94,73.81,77.35,69.93,84.54,67.51,80.6,72.34,77.35,69.09,84.54,67.51,80.57,72.8,83.17,72.34,77.35,69.09,77.35,67.51,84.54,69.93,84.54,71.12,77.35,73.81,84.54,71.12,78.38,72.34,84.54,70.7,84.54,71.12,77.37,69.93,84.54,69.09,81.48,72.8,81.93,71.12,81.16,70.7,84.54,87.69,0,91.06,0,100.46,0,80.55,0,Hosp bed fixd ht w/o mattres
E0255,RR,,D,CR,0,0,77.94,103.17,77.94,113.99,77.5,113.99,74.66,105.21,76.76,113.99,72.8,113.99,74.43,110.4,74.43,113.99,77.94,110.8,77.94,103.68,76.74,113.99,76.76,103.17,75.89,113.99,75.89,106.14,76.74,113.01,77.94,103.65,77.94,109.32,72.8,113.99,74.43,113.99,72.8,113.99,75.89,113.99,76.74,113.99,76.74,103.17,77.94,103.17,76.76,112.98,77.94,106.57,76.74,112.83,76.74,113.99,72.8,113.99,74.43,104.23,77.5,107.48,74.66,113.99,74.43,113.99,75.89,113.99,77.5,113.99,74.66,113.99,74.43,112.09,72.8,103.17,77.94,103.17,76.74,111.25,77.94,109,77.5,113.99,76.76,105.3,77.94,113.99,72.8,113.99,74.66,113.99,75.89,113.99,77.94,113.99,76.76,108.05,105.85,0,110.28,0,144.83,0,113.99,0,Hospital bed var ht w/ mattr
E0256,RR,,D,CR,0,0,74.17,84.13,74.17,91.81,75.8,91.57,71.35,84.13,76.76,91.81,72.8,91.81,71.87,89.47,71.87,88.8,74.17,89.07,74.17,84.13,74.42,91.81,76.76,87.38,73.4,91.81,73.4,91.02,74.42,91.81,74.17,84.13,74.17,91.81,72.8,91.81,71.87,91.04,72.8,91.81,73.4,91.81,74.42,87.38,74.42,84.13,74.17,84.13,76.76,91.81,74.17,89.49,74.42,91.81,74.42,90.36,72.8,91.81,71.87,84.13,75.8,91.81,71.35,91.81,71.87,91.81,73.4,84.24,75.8,91.81,71.35,91.81,71.87,88.57,72.8,91.81,74.17,84.13,74.42,91.81,74.17,84.13,75.8,91.81,76.76,91.81,74.17,84.13,72.8,91.81,71.35,91.81,73.4,89.78,74.17,84.13,76.76,91.81,82.89,0,85.84,0,117.4,0,91.81,0,Hospital bed var ht w/o matt
E0260,RR,,D,CR,0,0,78.16,128.14,78.16,128.14,77.5,128.14,74.66,128.14,76.76,128.14,72.8,128.13,74.43,128.14,74.43,128.14,78.16,128.14,78.16,128.14,76.74,128.15,76.76,128.14,75.89,128.14,75.89,128.14,76.74,128.14,78.16,128.14,78.16,128.15,72.8,128.14,74.43,128.14,72.8,128.13,75.89,128.14,76.74,128.14,76.74,128.14,78.16,128.14,76.76,128.14,78.16,128.14,76.74,128.14,76.74,128.14,72.8,128.14,74.43,128.14,77.5,128.14,74.66,128.14,74.43,128.14,75.89,128.14,77.5,128.14,74.66,128.14,74.43,128.14,72.8,128.15,78.16,128.14,76.74,128.14,78.16,128.14,77.5,128.14,76.76,128.14,78.16,128.14,72.8,128.13,74.66,128.14,75.89,128.14,78.16,128.14,76.76,128.14,128.13,0,128.14,0,128.14,0,128.14,0,Hosp bed semi-electr w/ matt
E0261,RR,,D,CR,0,0,77.86,113.32,77.86,125.94,77.5,125.94,74.66,120,76.76,125.94,72.8,125.94,74.43,115.74,74.43,125.94,77.86,113.32,77.86,113.32,76.74,125.94,76.76,125.94,75.89,125.94,75.89,119.7,76.74,117.13,77.86,113.32,77.86,125.94,72.8,125.94,74.43,115.39,72.8,125.94,75.89,125.94,76.74,113.32,76.74,113.32,77.86,113.32,76.76,125.94,77.86,113.32,76.74,125.94,76.74,113.32,72.8,125.94,74.43,113.32,77.5,118.65,74.66,125.94,74.43,125.94,75.89,125.94,77.5,125.94,74.66,125.94,74.43,120.84,72.8,113.32,77.86,113.32,76.74,125.94,77.86,113.32,77.5,125.94,76.76,125.94,77.86,113.46,72.8,125.94,74.66,125.94,75.89,115.97,77.86,116.88,76.76,113.32,120.78,0,126.24,0,161.23,0,125.94,0,Hosp bed semi-electr w/o mat
E0265,RR,,D,CR,0,0,184.01,196.36,184.01,214.77,184.01,214.77,184.01,214.56,184.01,214.77,184.01,211.02,184.01,214.77,184.01,214.77,184.01,196.36,184.01,196.36,184.01,214.77,184.01,214.77,184.01,214.77,184.01,211.44,184.01,214.77,184.01,201.09,184.01,214.77,184.01,214.77,184.01,211.51,184.01,214.77,184.01,205.39,184.01,197.81,184.01,197.67,184.01,206.27,184.01,214.77,184.01,214.77,184.01,214.77,184.01,207.32,184.01,211.53,184.01,210,184.01,206.04,184.01,196.36,184.01,214.77,184.01,214.77,184.01,205.3,184.01,214.77,184.01,214.77,184.01,196.36,184.01,196.36,184.01,214.77,184.01,202.45,184.01,214.77,184.01,212.72,184.01,214.77,184.01,214.77,184.01,214.77,184.01,212.93,184.01,201.48,184.01,214.77,215.8,0,224.39,0,267.38,0,214.77,0,Hosp bed total electr w/ mat
E0266,RR,,D,CR,0,0,160.11,174.57,160.11,189.13,160.11,188.18,160.11,189.13,160.11,181.71,160.11,174.61,160.11,189.13,160.11,172.77,160.11,172.77,160.11,172.77,160.11,187.93,160.11,183,160.11,189.13,160.11,189.13,160.11,189.13,160.11,184.08,160.11,178.82,160.11,189.13,160.11,188.6,160.11,189.13,160.11,189.13,160.11,189.13,160.11,175.25,160.11,172.77,160.11,189.13,160.11,187.98,160.11,189.13,160.11,185.22,160.11,189.13,160.11,189.13,160.11,189.13,160.11,189.13,160.11,189.13,160.11,186.37,160.11,173.85,160.11,184.52,160.11,189.13,160.11,172.77,160.11,172.77,160.11,189.13,160.11,176.68,160.11,189.13,160.11,189.13,160.11,180.14,160.11,189.13,160.11,189.13,160.11,189.13,160.11,183,160.11,189.13,217.25,0,226.77,0,235.83,0,189.13,0,Hosp bed total elec w/o matt
E0271,NU,,D,IN,0,0,158.65,220.83,158.65,220.83,149.22,220.83,146.7,201.75,168.93,220.83,143,200.38,140.07,220.83,140.07,220.83,158.65,200.38,158.65,209.16,158.74,208.75,168.93,220.83,156.54,220.83,156.54,220.83,158.74,210.3,158.65,209.75,158.65,202.66,143,220.83,140.07,200.38,143,220.83,156.54,201.02,158.74,220.83,158.74,212.56,158.65,200.38,168.93,204.6,158.65,220.83,158.74,220.83,158.74,208.75,143,210.27,140.07,214.17,149.22,220.83,146.7,220.83,140.07,200.38,156.54,200.38,149.22,220.83,146.7,220.83,140.07,215.17,143,200.38,158.65,220.83,158.74,220.83,158.65,220.83,149.22,210.9,168.93,220.83,158.65,220.83,143,210.27,146.7,220.83,156.54,220.83,158.65,200.38,168.93,220.83,202.93,0,211.12,0,296.79,0,200.38,0,Mattress innerspring
E0271,RR,,D,IN,0,0,15.86,22.62,15.86,22.62,14.92,22.62,14.67,22.62,16.89,21.74,14.3,20.49,14.01,22.62,14.01,22.62,15.86,20.49,15.86,20.93,15.87,20.88,16.89,22.62,15.65,22.62,15.65,22.62,15.87,21.02,15.86,20.97,15.86,20.49,14.3,22.62,14.01,22.62,14.3,22.62,15.65,20.49,15.87,22.18,15.87,22.62,15.86,20.49,16.89,20.51,15.86,22.62,15.87,22.62,15.87,20.88,14.3,20.64,14.01,22.62,14.92,22.62,14.67,22.62,14.01,20.49,15.65,20.49,14.92,22.62,14.67,22.08,14.01,22.62,14.3,20.49,15.86,20.49,15.87,22.62,15.86,22.62,14.92,21.09,16.89,22.62,15.86,22.57,14.3,20.64,14.67,22.08,15.65,22.62,15.86,20.49,16.89,22.62,22.76,0,23.74,0,33.88,0,20.49,0,Mattress innerspring
E0271,UE,,D,IN,0,0,118.99,169.87,118.99,169.87,111.91,169.87,110.02,153.89,126.7,169.87,107.25,153.89,105.06,169.87,105.06,169.87,118.99,153.89,118.99,156.88,119.05,156.56,126.7,169.87,117.4,169.87,117.4,169.87,119.05,157.72,118.99,157.32,118.99,153.89,107.25,169.87,105.06,153.89,107.25,169.87,117.4,153.89,119.05,166.37,119.05,159.41,118.99,162.08,126.7,153.89,118.99,169.87,119.05,169.87,119.05,156.54,107.25,157.69,105.06,160.61,111.91,169.87,110.02,169.87,105.06,153.89,117.4,153.89,111.91,169.87,110.02,165.61,105.06,169.87,107.25,153.89,118.99,169.87,119.05,169.87,118.99,169.87,111.91,158.17,126.7,169.87,118.99,169.87,107.25,157.69,110.02,169.87,117.4,169.87,118.99,153.89,126.7,169.87,134,0,138.9,0,222.6,0,153.89,0,Mattress innerspring
E0272,NU,,D,IN,0,0,178.16,201.47,178.16,220.11,167.82,220.11,165.67,220.11,173.59,216.75,179,220.11,170.4,215.53,170.4,215.53,178.16,213.11,178.16,220.11,174.03,220.11,173.59,201.47,176.56,201.47,176.56,211.65,174.03,220.11,178.16,220.11,178.16,220.11,179,220.11,170.4,210.93,179,201.47,176.56,219.09,174.03,220.11,174.03,204.42,178.16,201.47,173.59,201.47,178.16,220.11,174.03,220.11,174.03,220.11,179,219.54,170.4,215.53,167.82,220.11,165.67,220.11,170.4,201.47,176.56,212.89,167.82,220.11,165.67,201.47,170.4,215.53,179,220.11,178.16,220.11,174.03,220.11,178.16,220.11,167.82,209.46,173.59,220.11,178.16,220.11,179,219.54,165.67,213.61,176.56,220.11,178.16,212.89,173.59,220.11,226.41,0,235.45,0,240.18,0,201.69,0,Mattress foam rubber
E0272,RR,,D,IN,0,0,17.82,20.62,17.82,22.56,16.78,22.56,16.57,22.56,17.36,21.66,17.9,22.56,17.04,22.56,17.04,22.56,17.82,21.31,17.82,22.56,17.4,22.02,17.36,20.62,17.66,20.62,17.66,21.17,17.4,22.41,17.82,22.05,17.82,22.56,17.9,22.56,17.04,22.56,17.9,20.62,17.66,20.62,17.4,22.56,17.4,20.62,17.82,20.62,17.36,20.62,17.82,22.56,17.4,22.56,17.4,22.02,17.9,21.56,17.04,22.56,16.78,22.56,16.57,22.56,17.04,20.62,17.66,22.56,16.78,22.56,16.57,20.62,17.04,22.56,17.9,22.56,17.82,20.62,17.4,22.56,17.82,22.56,16.78,20.94,17.36,22.56,17.82,22.56,17.9,21.56,16.57,21.37,17.66,20.62,17.82,22.56,17.36,22.56,25.41,0,26.49,0,27.62,0,20.64,0,Mattress foam rubber
E0272,UE,,D,IN,0,0,133.62,150.72,133.62,164.64,125.86,164.64,124.26,150.72,130.19,162.57,134.25,164.64,127.8,161.65,127.8,161.65,133.62,159.83,133.62,164.64,130.52,164.64,130.19,150.72,132.42,150.72,132.42,158.73,130.52,164.64,133.62,164.64,133.62,164.64,134.25,164.64,127.8,158.2,134.25,150.72,132.42,164.3,130.52,164.64,130.52,153.31,133.62,150.72,130.19,150.72,133.62,164.64,130.52,164.64,130.52,164.64,134.25,164.64,127.8,161.65,125.86,164.64,124.26,164.64,127.8,150.72,132.42,159.66,125.86,164.64,124.26,150.72,127.8,161.65,134.25,164.64,133.62,164.64,130.52,164.64,133.62,164.64,125.86,157.1,130.19,164.64,133.62,164.64,134.25,164.64,124.26,160.22,132.42,164.64,133.62,159.66,130.19,164.64,117.29,0,125.42,0,180.15,0,150.89,0,Mattress foam rubber
E0275,NU,,D,IN,0,0,17.05,20.45,17.05,18.55,17.47,18.55,16.99,20.45,16.98,20.45,18.67,20.26,18.26,20.45,18.26,20.45,17.05,18.55,17.05,20.45,16.22,18.55,16.98,20.45,17.42,18.55,17.42,20.45,16.22,18.55,17.05,20.45,17.05,18.55,18.67,19.92,18.26,20.45,18.67,19.92,17.42,18.55,16.22,18.98,16.22,18.55,17.05,20.45,16.98,18.55,17.05,19.97,16.22,20.45,16.22,18.55,18.67,19.92,18.26,20.45,17.47,20.45,16.99,19.03,18.26,19.49,17.42,20.45,17.47,20.45,16.99,20.45,18.26,20.45,18.67,19.59,17.05,20.45,16.22,20.45,17.05,19.7,17.47,20.45,16.98,18.55,17.05,20.45,18.67,19.92,16.99,20.45,17.42,18.55,17.05,20.45,16.98,20.45,22.65,0,23.51,0,21.34,0,19.91,0,Bed pan standard
E0275,RR,,D,IN,0,0,1.7,2.1,1.7,1.92,1.75,2.1,1.7,2.1,1.7,2.1,1.87,2.03,1.83,2.1,1.83,2.1,1.7,1.92,1.7,2.1,1.63,1.92,1.7,2.1,1.74,1.92,1.74,2.1,1.63,1.92,1.7,2.06,1.7,1.92,1.87,1.99,1.83,2.1,1.87,1.99,1.74,1.92,1.63,1.92,1.63,1.92,1.7,2.1,1.7,1.92,1.7,2,1.63,2.1,1.63,1.92,1.87,1.99,1.83,2.1,1.75,2.1,1.7,2.1,1.83,1.97,1.74,2.1,1.75,2.1,1.7,2.1,1.83,2.1,1.87,2.03,1.7,1.92,1.63,2.1,1.7,1.98,1.75,2.1,1.7,1.92,1.7,2.1,1.87,1.99,1.7,2.1,1.74,1.92,1.7,2.1,1.7,2.1,2.25,0,2.35,0,2.41,0,2.03,0,Bed pan standard
E0275,UE,,D,IN,0,0,12.79,15.33,12.79,13.91,13.1,13.91,12.74,15.33,12.74,15.33,14.01,15.2,13.7,15.33,13.7,15.33,12.79,13.91,12.79,15.33,12.17,13.91,12.74,15.33,13.06,13.91,13.06,15.33,12.17,13.91,12.79,15.33,12.79,13.91,14.01,14.95,13.7,15.33,14.01,14.95,13.06,13.91,12.17,14.24,12.17,13.91,12.79,15.33,12.74,13.91,12.79,14.98,12.17,15.33,12.17,13.91,14.01,14.95,13.7,15.33,13.1,15.33,12.74,14.29,13.7,14.61,13.06,15.33,13.1,15.33,12.74,15.33,13.7,15.33,14.01,14.68,12.79,15.33,12.17,15.33,12.79,14.79,13.1,15.33,12.74,13.91,12.79,15.33,14.01,14.95,12.74,15.33,13.06,13.91,12.79,15.33,12.74,15.33,16.99,0,17.64,0,16.02,0,14.92,0,Bed pan standard
E0276,NU,,D,IN,0,0,14.21,16.75,14.21,17.68,15.21,16.11,14.51,17.68,14.79,17.68,15.22,17.68,15.78,17.68,15.78,17.68,14.21,16.63,14.21,17.68,14.78,16.11,14.79,16.22,15.5,17.68,15.5,17.68,14.78,16.11,14.21,17.68,14.21,17.68,15.22,16.11,15.78,17.68,15.22,16.11,15.5,17.68,14.78,16.6,14.78,16.11,14.21,17.68,14.79,16.11,14.21,16.11,14.78,17.68,14.78,16.11,15.22,16.11,15.78,17.68,15.21,17.68,14.51,16.11,15.78,17.68,15.5,16.61,15.21,17.68,14.51,17.62,15.78,17.68,15.22,17.68,14.21,16.11,14.78,17.68,14.21,16.11,15.21,17.68,14.79,16.11,14.21,16.68,15.22,16.11,14.51,16.11,15.5,16.11,14.21,17.68,14.79,17.68,21.01,0,21.8,0,23.58,0,18.96,0,Bed pan fracture
