HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
A7017,NU,,D,IN,0,0,152.21,171.5,152.21,171.5,127.38,171.5,138.32,171.5,147.84,171.5,137.98,171.5,136.72,171.5,136.72,171.5,152.21,171.5,152.21,171.5,129.6,171.5,147.84,171.5,150.72,171.5,150.72,171.5,129.6,171.5,152.21,171.5,152.21,171.5,137.98,171.5,136.72,171.5,137.98,171.5,150.72,171.5,129.6,171.5,129.6,171.5,152.21,171.5,147.84,171.5,152.21,171.5,129.6,171.5,129.6,171.5,137.98,171.5,136.72,171.5,127.38,171.5,138.32,171.5,136.72,171.5,150.72,171.5,127.38,171.5,138.32,171.5,136.72,171.5,137.98,171.5,152.21,171.5,129.6,171.5,152.21,171.5,127.38,171.5,147.84,171.5,152.21,171.5,137.98,171.5,138.32,171.5,150.72,171.5,152.21,171.5,147.84,171.5,171.5,0,171.5,0,190.23,0,171.5,0,Nebulizer not used w oxygen
A7017,RR,,D,IN,0,0,15.22,17.16,15.22,17.16,12.74,17.16,13.83,17.16,14.78,17.16,13.8,17.16,13.67,17.16,13.67,17.16,15.22,17.16,15.22,17.16,12.96,17.16,14.78,17.16,15.07,17.16,15.07,17.16,12.96,17.16,15.22,17.16,15.22,17.16,13.8,17.16,13.67,17.16,13.8,17.16,15.07,17.16,12.96,17.16,12.96,17.16,15.22,17.16,14.78,17.16,15.22,17.16,12.96,17.16,12.96,17.16,13.8,17.16,13.67,17.16,12.74,17.16,13.83,17.16,13.67,17.16,15.07,17.16,12.74,17.16,13.83,17.16,13.67,17.16,13.8,17.16,15.22,17.16,12.96,17.16,15.22,17.16,12.74,17.16,14.78,17.16,15.22,17.16,13.8,17.16,13.83,17.16,15.07,17.16,15.22,17.16,14.78,17.16,17.16,0,17.16,0,19.02,0,17.16,0,Nebulizer not used w oxygen
A7017,UE,,D,IN,0,0,114.16,128.63,114.16,128.63,95.54,128.63,103.74,128.63,110.88,128.63,103.49,128.63,102.55,128.63,102.55,128.63,114.16,128.63,114.16,128.63,97.2,128.63,110.88,128.63,113.04,128.63,113.04,128.63,97.2,128.63,114.16,128.63,114.16,128.63,103.49,128.63,102.55,128.63,103.49,128.63,113.04,128.63,97.2,128.63,97.2,128.63,114.16,128.63,110.88,128.63,114.16,128.63,97.2,128.63,97.2,128.63,103.49,128.63,102.55,128.63,95.54,128.63,103.74,128.63,102.55,128.63,113.04,128.63,95.54,128.63,103.74,128.63,102.55,128.63,103.49,128.63,114.16,128.63,97.2,128.63,114.16,128.63,95.54,128.63,110.88,128.63,114.16,128.63,103.49,128.63,103.74,128.63,113.04,128.63,114.16,128.63,110.88,128.63,128.63,0,128.63,0,142.67,0,128.63,0,Nebulizer not used w oxygen
A7018,,,D,SU,0,0,0.4,0.44,0.4,0.44,0.37,0.48,0.38,0.48,0.38,0.44,0.42,0.48,0.4,0.48,0.4,0.48,0.4,0.44,0.4,0.44,0.38,0.48,0.38,0.48,0.43,0.48,0.43,0.48,0.38,0.48,0.4,0.44,0.4,0.44,0.42,0.48,0.4,0.48,0.42,0.48,0.43,0.48,0.38,0.48,0.38,0.48,0.4,0.44,0.38,0.48,0.4,0.44,0.38,0.48,0.38,0.48,0.42,0.48,0.4,0.48,0.37,0.44,0.38,0.48,0.4,0.48,0.43,0.48,0.37,0.44,0.38,0.48,0.4,0.48,0.42,0.48,0.4,0.44,0.38,0.48,0.4,0.44,0.37,0.44,0.38,0.48,0.4,0.48,0.42,0.48,0.38,0.48,0.43,0.48,0.4,0.48,0.38,0.48,0.55,0,0.58,0,0.39,0,0.48,0,Water distilled w/nebulizer
A7020,NU,,D,IN,20.22,17.19,20.22,0,20.22,0,19.48,0,20.22,0,20.22,0,19.48,0,20.22,0,19.48,0,19.48,0,20.22,0,20.22,0,19.48,0,20.22,0,20.22,0,19.48,0,20.22,0,20.22,0,19.48,0,19.48,0,19.48,0,20.22,0,20.22,0,20.22,0,20.22,0,19.48,0,20.07,0,20.22,0,19.48,0,19.48,0,19.48,0,20.22,0,19.48,0,19.48,0,20.22,0,20.22,0,19.48,0,19.48,0,19.48,0,20.22,0,20.22,0,20.22,0,19.48,0,20.22,0,19.48,0,19.48,0,20.22,0,20.22,0,20.22,0,20.07,0,19.48,0,20.22,0,23.34,0,20.22,0,"Interface, cough stim device"
A7021,NU,,D,IN,0,0,132.79,0,132.79,0,132.01,0,132.71,0,135.98,0,140.9,0,134.19,0,134.19,0,132.79,0,132.79,0,132.8,0,135.98,0,133.44,0,133.44,0,132.8,0,132.79,0,132.79,0,140.9,0,134.19,0,140.9,0,133.44,0,132.8,0,132.8,0,132.79,0,135.98,0,132.79,0,132.8,0,132.8,0,140.9,0,134.19,0,132.01,0,132.71,0,134.19,0,133.44,0,132.01,0,132.71,0,134.19,0,140.9,0,132.79,0,132.8,0,132.79,0,132.01,0,135.98,0,132.79,0,140.9,0,132.71,0,133.44,0,132.79,0,135.98,0,219.23,0,221.42,0,249.55,0,223.27,0,Suppl and access lung expan
A7025,RR,,D,CR,60.77,51.65,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,60.77,0,72.96,0,60.77,0,Replace chest compress vest
A7026,NU,,D,IN,40.16,34.14,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,40.16,0,48.19,0,40.16,0,Replace chst cmprss sys hose
A7027,NU,,D,IN,0,0,149.64,211.29,149.64,211.29,143.27,206.26,147.78,211.29,148.67,211.29,140.33,206.26,138.5,211.29,138.5,206.26,149.64,206.26,149.64,211.29,149.45,211.29,148.67,206.26,149.15,211.29,149.15,211.29,149.45,206.26,149.64,211.29,149.64,211.29,140.33,206.26,138.5,206.26,140.33,206.26,149.15,211.29,149.45,211.29,149.45,211.29,149.64,211.29,148.67,206.26,149.64,210.03,149.45,211.29,149.45,206.26,140.33,206.26,138.5,206.26,143.27,211.29,147.78,206.26,138.5,206.26,149.15,211.29,143.27,211.29,147.78,206.26,138.5,206.26,140.33,206.26,149.64,211.29,149.45,211.29,149.64,211.29,143.27,206.26,148.67,211.29,149.64,206.26,140.33,206.26,147.78,211.29,149.15,211.29,149.64,211.29,148.67,210.03,205.75,0,210.76,0,214.02,0,210.76,0,Combination oral/nasal mask
A7028,NU,,D,IN,0,0,41.84,57.34,41.84,57.34,39.79,57.34,40.63,57.34,40.55,57.34,40.49,57.34,39.24,57.34,39.24,57.34,41.84,57.34,41.84,57.34,42.34,57.34,40.55,57.34,42.14,57.34,42.14,57.34,42.34,57.34,41.84,57.34,41.84,57.34,40.49,57.34,39.24,57.34,40.49,57.34,42.14,57.34,42.34,57.34,42.34,57.34,41.84,57.34,40.55,57.34,41.84,57.34,42.34,57.34,42.34,57.34,40.49,57.34,39.24,57.34,39.79,57.34,40.63,57.34,39.24,57.34,42.14,57.34,39.79,57.34,40.63,57.34,39.24,57.34,40.49,57.34,41.84,57.34,42.34,57.34,41.84,57.34,39.79,57.34,40.55,57.34,41.84,57.34,40.49,57.34,40.63,57.34,42.14,57.34,41.84,57.34,40.55,57.34,57.67,0,57.67,0,64.59,0,57.67,0,Repl oral cushion combo mask
A7029,NU,,D,IN,0,0,18.7,24.55,18.7,24.55,18.84,24.55,18.85,24.55,18.23,24.55,19.82,24.55,18.71,24.55,18.71,24.55,18.7,24.55,18.7,24.55,18.76,24.55,18.23,24.55,18.81,24.55,18.81,24.55,18.76,24.55,18.7,24.55,18.7,24.55,19.82,24.55,18.71,24.55,19.82,24.55,18.81,24.55,18.76,24.55,18.76,24.55,18.7,24.55,18.23,24.55,18.7,24.55,18.76,24.55,18.76,24.55,19.82,24.55,18.71,24.55,18.84,24.55,18.85,24.55,18.71,24.55,18.81,24.55,18.84,24.55,18.85,24.55,18.71,24.55,19.82,24.55,18.7,24.55,18.76,24.55,18.7,24.55,18.84,24.55,18.23,24.55,18.7,24.55,19.82,24.55,18.85,24.55,18.81,24.55,18.7,24.55,18.23,24.55,24.49,0,24.49,0,27.31,0,24.49,0,Repl nasal pillow comb mask
A7030,NU,,D,IN,0,0,107.65,173.95,107.65,173.95,106.77,173.95,106.64,173.95,110,173.95,115.04,173.95,108.94,173.95,108.94,173.95,107.65,173.95,107.65,173.95,108.38,173.95,110,173.95,107.89,173.95,107.89,173.95,108.38,173.95,107.65,173.95,107.65,173.95,115.04,173.95,108.94,173.95,115.04,173.95,107.89,173.95,108.38,173.95,108.38,173.95,107.65,173.95,110,173.95,107.65,173.95,108.38,173.95,108.38,173.95,115.04,173.95,108.94,173.95,106.77,173.95,106.64,173.95,108.94,173.95,107.89,173.95,106.77,173.95,106.64,173.95,108.94,173.95,115.04,173.95,107.65,173.95,108.38,173.95,107.65,173.95,106.77,173.95,110,173.95,107.65,173.95,115.04,173.95,106.64,173.95,107.89,173.95,107.65,173.95,110,173.95,173.5,0,173.5,0,196.21,0,173.5,0,Cpap full face mask
A7031,NU,,D,IN,0,0,41.75,64.96,41.75,64.96,40.6,64.96,41.05,64.96,41.9,64.96,42.42,64.96,40.85,64.96,40.85,64.96,41.75,64.96,41.75,64.96,41.22,64.96,41.9,64.96,40.81,64.96,40.81,64.96,41.22,64.96,41.75,64.96,41.75,64.96,42.42,64.96,40.85,64.96,42.42,64.96,40.81,64.96,41.22,64.96,41.22,64.96,41.75,64.96,41.9,64.96,41.75,64.96,41.22,64.96,41.22,64.96,42.42,64.96,40.85,64.96,40.6,64.96,41.05,64.96,40.85,64.96,40.81,64.96,40.6,64.96,41.05,64.96,40.85,64.96,42.42,64.96,41.75,64.96,41.22,64.96,41.75,64.96,40.6,64.96,41.9,64.96,41.75,64.96,42.42,64.96,41.05,64.96,40.81,64.96,41.75,64.96,41.9,64.96,64.79,0,64.79,0,73.17,0,64.79,0,Replacement facemask interfa
A7032,NU,,D,IN,0,0,23.42,37.24,23.42,37.24,22.82,37.24,23.15,37.24,23.3,37.24,24.11,37.24,22.68,37.24,22.68,37.24,23.42,37.24,23.42,37.24,22.89,37.24,23.3,37.24,22.48,37.24,22.48,37.24,22.89,37.24,23.42,37.24,23.42,37.24,24.11,37.24,22.68,37.24,24.11,37.24,22.48,37.24,22.89,37.24,22.89,37.24,23.42,37.24,23.3,37.24,23.42,37.24,22.89,37.24,22.89,37.24,24.11,37.24,22.68,37.24,22.82,37.24,23.15,37.24,22.68,37.24,22.48,37.24,22.82,37.24,23.15,37.24,22.68,37.24,24.11,37.24,23.42,37.24,22.89,37.24,23.42,37.24,22.82,37.24,23.3,37.24,23.42,37.24,24.11,37.24,23.15,37.24,22.48,37.24,23.42,37.24,23.3,37.24,37.14,0,37.14,0,42.03,0,37.14,0,Replacement nasal cushion
A7033,NU,,D,IN,0,0,18.85,27.62,18.85,27.62,18.86,27.62,18.97,27.62,19.15,27.62,19.53,27.62,18.76,27.62,18.76,27.62,18.85,27.62,18.85,27.62,19.04,27.62,19.15,27.62,18.91,27.62,18.91,27.62,19.04,27.62,18.85,27.62,18.85,27.62,19.53,27.62,18.76,27.62,19.53,27.62,18.91,27.62,19.04,27.62,19.04,27.62,18.85,27.62,19.15,27.62,18.85,27.62,19.04,27.62,19.04,27.62,19.53,27.62,18.76,27.62,18.86,27.62,18.97,27.62,18.76,27.62,18.91,27.62,18.86,27.62,18.97,27.62,18.76,27.62,19.53,27.62,18.85,27.62,19.04,27.62,18.85,27.62,18.86,27.62,19.15,27.62,18.85,27.62,19.53,27.62,18.97,27.62,18.91,27.62,18.85,27.62,19.15,27.62,27.55,0,27.55,0,30.97,0,27.55,0,Replacement nasal pillows
A7034,NU,,D,IN,0,0,67.92,108.59,67.92,108.59,68.16,108.59,67.12,108.59,70.08,108.59,68.53,108.59,66.08,108.59,66.08,108.59,67.92,108.59,67.92,108.59,69.08,108.59,70.08,108.59,68.32,108.59,68.32,108.59,69.08,108.59,67.92,108.59,67.92,108.59,68.53,108.59,66.08,108.59,68.53,108.59,68.32,108.59,69.08,108.59,69.08,108.59,67.92,108.59,70.08,108.59,67.92,108.59,69.08,108.59,69.08,108.59,68.53,108.59,66.08,108.59,68.16,108.59,67.12,108.59,66.08,108.59,68.32,108.59,68.16,108.59,67.12,108.59,66.08,108.59,68.53,108.59,67.92,108.59,69.08,108.59,67.92,108.59,68.16,108.59,70.08,108.59,67.92,108.59,68.53,108.59,67.12,108.59,68.32,108.59,67.92,108.59,70.08,108.59,108.31,0,108.31,0,122.49,0,108.31,0,Nasal application device
A7035,NU,,D,IN,0,0,22.29,34.84,22.29,34.63,21.97,36.42,22.51,36.42,22.76,34.72,23.79,34.96,22.32,36.42,22.32,33.81,22.29,33.36,22.29,34.22,22.37,36.42,22.76,36.42,22.41,36.42,22.41,36.42,22.37,36.42,22.29,34.43,22.29,35.25,23.79,34.87,22.32,36.42,23.79,35.29,22.41,36.42,22.37,36.42,22.37,36.42,22.29,34.63,22.76,36.42,22.29,34.01,22.37,36.42,22.37,36.42,23.79,33.81,22.32,33.81,21.97,34.52,22.51,36.42,22.32,33.81,22.41,36.42,21.97,34.48,22.51,36.42,22.32,33.81,23.79,33.81,22.29,34.43,22.37,36.42,22.29,35,21.97,33.36,22.76,36.42,22.29,36.42,23.79,34.64,22.51,36.42,22.41,36.42,22.29,36.42,22.76,36.42,35.75,0,37.37,0,37.47,0,33.73,0,Pos airway press headgear
A7036,NU,,D,IN,0,0,12.97,16.72,12.97,16.63,12.66,18.11,13.34,18.11,12.74,16.69,13.44,18.11,12.61,16.46,12.61,18.11,12.97,16.46,12.97,16.46,12.63,18.11,12.74,18.11,13.23,16.46,13.23,16.5,12.63,18.11,12.97,16.55,12.97,16.91,13.44,18.11,12.61,16.46,13.44,18.11,13.23,16.46,12.63,16.56,12.63,18.11,12.97,16.63,12.74,18.11,12.97,16.46,12.63,18.11,12.63,18.11,13.44,18.11,12.61,18.11,12.66,16.58,13.34,18.11,12.61,18.11,13.23,16.46,12.66,16.58,13.34,18.11,12.61,18.11,13.44,18.11,12.97,16.55,12.63,18.11,12.97,16.79,12.66,16.46,12.74,18.11,12.97,16.46,13.44,18.11,13.34,18.11,13.23,16.5,12.97,16.46,12.74,18.11,14.95,0,15.51,0,17.84,0,18.07,0,Pos airway press chinstrap
A7037,NU,,D,IN,0,0,14.38,32.8,14.38,32.57,14.35,32.8,15.23,32.8,15.17,32.69,15.05,32.8,14.53,32.72,14.53,31.71,14.38,31.18,14.38,32.12,13.82,32.8,15.17,32.8,14.51,32.72,14.51,32.8,13.82,32.8,14.38,32.34,14.38,32.8,15.05,32.8,14.53,32.72,15.05,32.8,14.51,32.8,13.82,32.8,13.82,32.8,14.38,32.57,15.17,32.8,14.38,31.88,13.82,32.8,13.82,32.8,15.05,31.71,14.53,31.71,14.35,32.46,15.23,32.8,14.53,31.71,14.51,32.72,14.35,32.41,15.23,32.8,14.53,31.71,15.05,31.71,14.38,32.34,13.82,32.8,14.38,32.8,14.35,31.18,15.17,32.8,14.38,32.72,15.05,32.65,15.23,32.8,14.51,32.8,14.38,32.72,15.17,32.8,29.78,0,31.28,0,35.71,0,31.62,0,Pos airway pressure tubing
A7038,NU,,D,IN,0,0,2.51,4.68,2.51,4.68,2.56,4.68,2.52,4.68,2.6,4.68,2.77,4.18,2.57,4.18,2.57,4.18,2.51,4.51,2.51,4.64,2.48,4.68,2.6,4.68,2.53,4.18,2.53,4.18,2.48,4.68,2.51,4.68,2.51,4.68,2.77,4.18,2.57,4.18,2.77,4.18,2.53,4.18,2.48,4.18,2.48,4.68,2.51,4.68,2.6,4.68,2.51,4.62,2.48,4.68,2.48,4.68,2.77,4.18,2.57,4.18,2.56,4.68,2.52,4.68,2.57,4.18,2.53,4.18,2.56,4.68,2.52,4.68,2.57,4.18,2.77,4.18,2.51,4.68,2.48,4.68,2.51,4.68,2.56,4.51,2.6,4.68,2.51,4.18,2.77,4.18,2.52,4.68,2.53,4.18,2.51,4.18,2.6,4.68,3.24,0,3.35,0,5.12,0,4.17,0,Pos airway pressure filter
A7039,NU,,D,IN,0,0,7.37,11.95,7.37,11.95,7.48,13.34,7.44,13.34,7.53,11.95,7.47,13.34,7.39,12.54,7.39,13.34,7.37,11.95,7.37,11.95,7.19,13.34,7.53,13.34,7.66,12.54,7.66,12.98,7.19,13.34,7.37,11.95,7.37,12,7.47,13.34,7.39,12.54,7.47,13.34,7.66,12.9,7.19,13.05,7.19,13.34,7.37,11.95,7.53,13.34,7.37,11.95,7.19,13.34,7.19,13.34,7.47,13.34,7.39,13.34,7.48,11.95,7.44,13.34,7.39,13.34,7.66,12.54,7.48,11.95,7.44,13.34,7.39,13.34,7.47,13.34,7.37,11.95,7.19,13.34,7.37,11.95,7.48,11.95,7.53,13.34,7.37,12.54,7.47,13.34,7.44,13.34,7.66,12.98,7.37,12.54,7.53,13.34,11.56,0,12.07,0,12.77,0,13.31,0,"Filter, non disposable w pap"
A7040,,,L,PO,67.32,50.49,56.82,0,56.82,0,55.14,0,55.14,0,57.26,0,55.14,0,55.14,0,55.14,0,56.82,0,56.82,0,56.24,0,55.14,0,56.5,0,56.5,0,56.24,0,56.82,0,56.82,0,55.14,0,55.14,0,55.14,0,56.5,0,56.5,0,56.24,0,56.82,0,57.26,0,56.82,0,57.26,0,56.24,0,55.14,0,55.14,0,56.82,0,55.14,0,55.14,0,56.5,0,56.82,0,55.14,0,55.14,0,55.14,0,56.82,0,57.26,0,56.82,0,56.82,0,57.26,0,55.14,0,55.14,0,55.14,0,56.5,0,55.14,0,57.26,0,0,0,0,0,0,0,0,0,One way chest drain valve
A7041,,,L,PO,126.54,94.9,106.79,0,106.79,0,103.66,0,103.66,0,107.56,0,103.66,0,103.66,0,103.66,0,106.79,0,106.79,0,105.7,0,103.66,0,106.21,0,106.21,0,105.7,0,106.79,0,106.79,0,103.66,0,103.66,0,103.66,0,106.21,0,106.21,0,105.7,0,106.79,0,107.56,0,106.79,0,107.56,0,105.7,0,103.66,0,103.66,0,106.79,0,103.66,0,103.66,0,106.21,0,106.79,0,103.66,0,103.66,0,103.66,0,106.79,0,107.56,0,106.79,0,106.79,0,107.56,0,103.66,0,103.66,0,103.66,0,106.21,0,103.66,0,107.56,0,0,0,0,0,0,0,0,0,Water seal drain container
A7044,NU,,D,IN,0,0,103.43,128.96,103.43,128.96,97.02,128.96,108.96,128.96,99.76,128.96,100.78,128.96,96.14,128.96,96.14,128.96,103.43,128.96,103.43,128.96,100.05,128.96,99.76,128.96,106.26,128.96,106.26,128.96,100.05,128.96,103.43,128.96,103.43,128.96,100.78,128.96,96.14,128.96,100.78,128.96,106.26,128.96,100.05,128.96,100.05,128.96,103.43,128.96,99.76,128.96,103.43,128.96,100.05,128.96,100.05,128.96,100.78,128.96,96.14,128.96,97.02,128.96,108.96,128.96,96.14,128.96,106.26,128.96,97.02,128.96,108.96,128.96,96.14,128.96,100.78,128.96,103.43,128.96,100.05,128.96,103.43,128.96,97.02,128.96,99.76,128.96,103.43,128.96,100.78,128.96,108.96,128.96,106.26,128.96,103.43,128.96,99.76,128.96,128.67,0,128.67,0,143.22,0,128.67,0,Pap oral interface
A7045,NU,,D,IN,0,0,14.24,19.89,14.24,19.89,13.93,19.89,15.26,19.89,13.74,19.89,16.25,19.89,15.1,19.89,15.1,19.89,14.24,19.89,14.24,19.89,14.14,19.89,13.74,19.89,15.65,19.89,15.65,19.89,14.14,19.89,14.24,19.89,14.24,19.89,16.25,19.89,15.1,19.89,16.25,19.89,15.65,19.89,14.14,19.89,14.14,19.89,14.24,19.89,13.74,19.89,14.24,19.89,14.14,19.89,14.14,19.89,16.25,19.89,15.1,19.89,13.93,19.89,15.26,19.89,15.1,19.89,15.65,19.89,13.93,19.89,15.26,19.89,15.1,19.89,16.25,19.89,14.24,19.89,14.14,19.89,14.24,19.89,13.93,19.89,13.74,19.89,14.24,19.89,16.25,19.89,15.26,19.89,15.65,19.89,14.24,19.89,13.74,19.89,19.84,0,19.84,0,22.19,0,19.84,0,Repl exhalation port for pap
A7045,RR,,D,IN,0,0,1.42,1.99,1.42,1.99,1.39,1.99,1.53,1.99,1.38,1.99,1.62,1.99,1.51,1.99,1.51,1.99,1.42,1.99,1.42,1.99,1.41,1.99,1.38,1.99,1.56,1.99,1.56,1.99,1.41,1.99,1.42,1.99,1.42,1.99,1.62,1.99,1.51,1.99,1.62,1.99,1.56,1.99,1.41,1.99,1.41,1.99,1.42,1.99,1.38,1.99,1.42,1.99,1.41,1.99,1.41,1.99,1.62,1.99,1.51,1.99,1.39,1.99,1.53,1.99,1.51,1.99,1.56,1.99,1.39,1.99,1.53,1.99,1.51,1.99,1.62,1.99,1.42,1.99,1.41,1.99,1.42,1.99,1.39,1.99,1.38,1.99,1.42,1.99,1.62,1.99,1.53,1.99,1.56,1.99,1.42,1.99,1.38,1.99,1.98,0,1.98,0,2.22,0,1.98,0,Repl exhalation port for pap
A7045,UE,,D,IN,0,0,10.68,14.93,10.68,14.93,10.45,14.93,11.44,14.93,10.31,14.93,12.19,14.93,11.33,14.93,11.33,14.93,10.68,14.93,10.68,14.93,10.61,14.93,10.31,14.93,11.74,14.93,11.74,14.93,10.61,14.93,10.68,14.93,10.68,14.93,12.19,14.93,11.33,14.93,12.19,14.93,11.74,14.93,10.61,14.93,10.61,14.93,10.68,14.93,10.31,14.93,10.68,14.93,10.61,14.93,10.61,14.93,12.19,14.93,11.33,14.93,10.45,14.93,11.44,14.93,11.33,14.93,11.74,14.93,10.45,14.93,11.44,14.93,11.33,14.93,12.19,14.93,10.68,14.93,10.61,14.93,10.68,14.93,10.45,14.93,10.31,14.93,10.68,14.93,12.19,14.93,11.44,14.93,11.74,14.93,10.68,14.93,10.31,14.93,14.89,0,14.89,0,16.65,0,14.89,0,Repl exhalation port for pap
A7046,NU,,D,IN,0,0,16.57,20.76,16.57,20.76,15.83,20.76,16.29,20.76,16.45,20.76,16.22,20.76,15.41,20.76,15.41,20.76,16.57,20.76,16.57,20.76,16.52,20.76,16.45,20.76,16.74,20.76,16.74,20.76,16.52,20.76,16.57,20.76,16.57,20.76,16.22,20.76,15.41,20.76,16.22,20.76,16.74,20.76,16.52,20.76,16.52,20.76,16.57,20.76,16.45,20.76,16.57,20.76,16.52,20.76,16.52,20.76,16.22,20.76,15.41,20.76,15.83,20.76,16.29,20.76,15.41,20.76,16.74,20.76,15.83,20.76,16.29,20.76,15.41,20.76,16.22,20.76,16.57,20.76,16.52,20.76,16.57,20.76,15.83,20.76,16.45,20.76,16.57,20.76,16.22,20.76,16.29,20.76,16.74,20.76,16.57,20.76,16.45,20.76,20.71,0,20.71,0,23.05,0,20.71,0,"Repl water chamber, pap dev"
A7047,NU,,D,IN,168.93,143.59,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,168.93,0,202.71,0,168.93,0,Resp suction oral interface
A7048,,,L,PO,70.44,52.83,59.44,0,59.43,0,57.71,0,57.71,0,59.86,0,57.71,0,57.71,0,57.71,0,59.44,0,59.44,0,58.83,0,57.71,0,59.15,0,59.15,0,58.83,0,59.44,0,59.43,0,57.71,0,57.71,0,57.71,0,59.15,0,59.15,0,58.83,0,59.44,0,59.86,0,59.44,0,59.86,0,58.83,0,57.71,0,57.71,0,59.43,0,57.71,0,57.71,0,59.15,0,59.43,0,57.71,0,57.71,0,57.71,0,59.44,0,59.86,0,59.44,0,59.43,0,59.86,0,57.71,0,57.71,0,57.71,0,59.15,0,57.71,0,59.86,0,57.71,0,57.71,0,63.45,0,63.45,0,Vacuum drain bottle/tube kit
A7501,,,D,OS,146.73,124.72,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,146.73,0,176.09,0,146.73,0,Tracheostoma valve w diaphra
A7502,,,D,OS,69.75,59.29,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,69.75,0,83.69,0,69.75,0,Replacement diaphragm/fplate
